"LANGUAGE_ID","COP_ID"
0,"002E2B42-561B-483C-BA93-F100832CC96C"
0,"0104E854-4CCD-47FC-83BC-8400BC727BFC"
0,"011244AF-7FEA-4D53-A1D7-C15D11DE303B"
0,"018bbe66-0401-0010-44bc-adf8cb72012c"
0,"01A64421-39C8-41D7-85E7-3F37214B9BB1"
0,"01E26D2A-AC82-4581-84C3-A1185CF645D7"
0,"02770D46-A756-4031-94FD-C415CE85E48F"
0,"0298CE8F-017C-4B69-9D41-3613C57737E6"
0,"02E47B69-E268-47ED-83C5-A8FDD2DF0440"
0,"034FB367-C6E6-4DEB-908D-100444128A3A"
0,"036983AA-3DC6-459B-B7E5-E3E0EEBBDF33"
0,"038C97D4-13EB-41E1-895C-9ACBE7DE51A8"
0,"041F6CA6-F80C-420D-99CE-B5CC14A24467"
0,"0425B4D5-D8A2-49F6-B3E5-6004B5BCB5E5"
0,"046FD745-2DC3-4056-BB63-11E63233CEE1"
0,"04f1dbc9-0201-0010-d5bf-f0c4edaa354b"
0,"050BB799-5084-454A-A269-A0112C84FC15"
0,"051C8BFD-9D58-4EBC-B0F2-82B3C132200C"
0,"05462CCA-A0A7-41E0-AC25-A74A9A97A52A"
0,"0549063d-f800-0010-42b1-ceda633604ef"
0,"058FE0A2-0088-4E3F-BB4B-8FB83393CDB3"
0,"05987DC7-2704-4990-B0CD-011CCA7C0314"
0,"05C73F71-961A-4878-BAFA-A896593A5B61"
0,"05DA65E9-5525-4E09-9D2F-83890B4C9306"
0,"060749A8-A7E3-43E1-AAEF-7E570DDFB2C9"
0,"0653bd11-0501-0010-1198-a3407204bb4e"
0,"06785570-4A06-450C-A435-C8F7EFC1FAF9"
0,"067D43C1-B410-4006-8FD8-1FFCBC6563A6"
0,"068B32AE-CCF1-4BE6-8DC8-C79F6156E4C4"
0,"06E300C0-7F59-4182-972F-0DA133758D75"
0,"0702B3CB-4C02-49B0-9610-2D43D160D244"
0,"0707B62B-AFB4-45DF-860A-414E61914132"
0,"0714AABB-1A27-43A8-98EA-715D8342C323"
0,"07C6758C-17A6-494D-9CA6-5544C06678A6"
0,"07E4CFF4-09F2-489C-87E3-8611B98186A1"
0,"082ed9e8-0501-0010-cabc-d87578302b78"
0,"083476F3-D5F6-4D62-B021-44BE0798965F"
0,"084F3673-DBEB-4D47-B00A-3E161663F2AF"
0,"089835F1-84F8-4E40-AE61-02BA1E51AF15"
0,"0913dfc8-0401-0010-eba3-e1df781e5b1a"
0,"09629FB3-296F-4159-9AC9-B92617C79B10"
0,"09bd3cbf-0001-0010-d3ba-88482d9ff63e"
0,"0a3307db-ff00-0010-d684-bfebbfcb5562"
0,"0A370B8E-D66D-4DD7-9F0B-8861DB0CAC0D"
0,"0A41BBCE-BEEB-4F75-9795-FE2FCA0326A5"
0,"0A6B531B-2622-4F5F-A37A-9EF7FF24E61A"
0,"0ad7ed3b-f900-0010-6f95-b4ea0c73e419"
0,"0AE59FEB-7B69-48DB-9FE4-985CAD3CC3B0"
0,"0b4409c1-0501-0010-03b1-924f1fc43075"
0,"0B653339-DFEF-4CF7-9196-59AC967D427F"
0,"0C2387DE-F7AD-4ABD-9584-C544BD8CB96F"
0,"0C74F97C-57C9-462C-8A15-3AC51837A132"
0,"0C884336-0DA9-45FB-BC12-483D948A08B0"
0,"0C8DA904-142E-46D5-8F33-AF6EDBDB4171"
0,"0CDABE50-6E91-4A23-ABB9-1FFD56533EB6"
0,"0D341CDE-30F8-4140-A737-31CECD221D60"
0,"0D75B1A6-7503-4E52-9F34-C9D948BE2FA7"
0,"0DE75293-DE6F-45C7-B315-E0CD251F61C6"
0,"0DEBD0E1-BD22-4570-900F-DDA73AD9C9B9"
0,"0dfbe0f6-0401-0010-208e-eea51f14d099"
0,"0E3763F8-AD1C-4218-B709-83A198C0D0EB"
0,"0ED28608-7047-4EE0-97F7-C47F43612802"
0,"0f573171-0701-0010-b6bb-f56b405fa1b9"
0,"0F942456-54A7-4834-A7EA-2A9EE8F42E97"
0,"0FD2A10C-2EF3-4FF0-9555-80D88A395038"
0,"0fe675a7-0601-0010-97ac-d5c0688af94d"
0,"0FEA8CC6-C43C-4AD1-BCD4-89C5F2D3D319"
0,"0ffc3fe1-0701-0010-4797-ee549715d3ad"
0,"10222C6E-3162-4450-AF33-7CA55870034F"
0,"109F0774-F1BB-4519-8CFB-59589B3961DD"
0,"10F2E754-1DC8-4112-BB21-D28EAAD3F0FA"
0,"1130C2D1-927D-44F8-BC0C-64509415BB4A"
0,"11629C95-A585-4519-84EF-594DBB21E607"
0,"1173B152-19AD-46F3-8601-3D97B12BC7BE"
0,"11b6cc05-0501-0010-c380-820d24f21378"
0,"11B8C32D-8756-4492-B468-8E2CDD18DE9B"
0,"11E9CCFE-84D8-4408-BFEA-2AC5FDE7B632"
0,"1234DF14-0F8F-4B6B-B13C-A150DEA7D9F7"
0,"127AC05E-EF7C-47F4-9F4C-D8473763DACF"
0,"12ab9b11-0501-0010-debf-8967ce147724"
0,"12B51B14-FF7B-47C2-A604-EABC05867946"
0,"12E1FCBF-9E41-41CD-B6EA-73C32887E147"
0,"139E24F4-0D62-4258-838E-5EDDD1B8B53B"
0,"13aaea47-fd00-0010-028b-b74fed4a09c4"
0,"14385CFD-DBB1-4090-96E3-21AEF18E918B"
0,"143CED46-3EC5-46EB-A235-0A37E6BCEA6A"
0,"14500B5B-4E05-4194-A8B4-CC507C8E9FC4"
0,"14557FEB-B3EE-4492-B38C-D337E7E5BABC"
0,"1496F4F7-C759-4708-8ACE-712B3D81F54F"
0,"14B97E1B-75A3-44B0-9082-77F0DF935E12"
0,"151BC29B-AC7F-4067-ACF7-B3E1EE7AE143"
0,"1583AECD-581A-4D1B-BCE1-CBE86629ACA1"
0,"15c161fa-0301-0010-d985-c983c8dbccc6"
0,"15F982D4-42E3-4B48-9406-8C90C95C51F9"
0,"16304374-F60C-4BDD-B531-15208761E5B8"
0,"1662f447-fd00-0010-cb93-99c5322c0c26"
0,"166C932B-AC56-437E-A7CB-A738677D56E2"
0,"16783473-FF5C-4D2B-93EC-E55C53B0EC60"
0,"1683D6BD-F8E4-4223-AD71-43868AE5E1B9"
0,"16F0C9F7-20A0-4CE5-96A9-94398C30ADBF"
0,"172AA217-2E76-43D8-A512-A93A137B9EBD"
0,"17C28931-F638-48F7-955F-020CC27DECF5"
0,"17F0F86F-3AA9-447A-9247-C5E316B981C9"
0,"1808D340-7FB5-475D-A3AB-F43456BE1DEE"
0,"180C0CC5-E25E-4838-9435-A61F97725549"
0,"18272F41-FD2D-4A02-8763-82E472B67092"
0,"182A1FB8-F3A0-42C9-97D4-8F2EC1102AAF"
0,"1830BEB8-A474-4901-B1BC-BADEEDC51ABD"
0,"183F8177-DA3F-4BCB-874B-6FF746E52765"
0,"188B1327-4C91-4AFA-8EFF-013062B7E7A1"
0,"18AAF36B-7C51-40EF-ACFD-D378996F4776"
0,"19202D2B-10D0-40F3-B481-1FEB9D4FA317"
0,"197eca11-0501-0010-01ac-b9498656ecd3"
0,"19BBD194-8822-4DAD-8357-6973FFAF58E9"
0,"19CF3A8C-05BC-42F2-B806-0FEF5C497942"
0,"19F6123B-0E0B-4723-9984-068B5B11C6B7"
0,"19FE5F45-9581-4A61-9786-4E3A3D31E858"
0,"1a2f2312-0501-0010-4796-8be9f482de24"
0,"1a45f30c-0501-0010-59b0-e12024dde9b6"
0,"1A6B83C9-84A5-4695-A05E-002768C71C26"
0,"1A9DF311-56D1-4707-AB82-4C92A2F8C810"
0,"1AFC06D6-4D40-4446-A462-EA68D7809EE9"
0,"1B2C84BB-F25C-4057-9DC7-D4FC89C96EA7"
0,"1B403A36-27F0-480A-8ABD-931097363A6C"
0,"1b8c01f1-f900-0010-9a97-a4a6ce13a2d5"
0,"1B91A15F-8920-4209-89ED-976EF2D9B6B2"
0,"1BA51BA9-DB5E-4C3C-8EDA-0E1492CED891"
0,"1C53C3EA-0060-44C8-AE1B-94D2172CEBCB"
0,"1C73249C-4235-4C61-9AA5-56D57653031F"
0,"1cd3b311-0501-0010-3cae-cc894a7be4b7"
0,"1CD4CD0C-6E99-4C90-9F2A-9E95DE96DAF6"
0,"1CF28AD5-63AD-4771-B8FC-68C7B61883A4"
0,"1D0395EE-FD4D-46FB-A533-E4E3B112AA38"
0,"1D2C2756-52EC-4BFD-8821-A810E78345B3"
0,"1D539ACF-F5E1-4F9D-A093-D44BE187DAE9"
0,"1DBBDF51-929F-4430-8DC7-6FB143E9BB55"
0,"1DC55BC7-89BA-49DD-96CB-3F32BB7C230B"
0,"1DDFC874-531A-4DBC-A00F-3F650EBB1A09"
0,"1e3cd7e7-fe00-0010-1597-934ef32bdab8"
0,"1e917623-0301-0010-6e8e-e3516e381c3c"
0,"1F34EC21-D46E-4B6E-8D16-B8E16F2369D6"
0,"1F5975A3-2F7F-4690-AA08-313A99C55CD2"
0,"1F6760F4-76CC-473F-9C3A-AC5CEEF4A32F"
0,"1FE0BC08-343B-4493-8CDB-095E5F49078E"
0,"1fe8b3f6-0301-0010-29a3-fc1704afc597"
0,"1FF355F3-5737-4940-8A5D-38E7EB7C0E33"
0,"20812D17-7F06-4F00-B444-ECED38F093C3"
0,"20816a23-0301-0010-9eae-fb2e0055bdda"
0,"20D8B2E9-E2FE-474A-B1CD-D6E743453F45"
0,"20F5C586-13C4-4D93-8274-7EC6FA357FE4"
0,"21558C33-7A1F-4934-8B15-A8CA7A5BD6E8"
0,"216fbb11-0501-0010-25aa-a19f8d2e5e66"
0,"21dc95aa-0401-0010-e99d-ff4a6c3c94bf"
0,"21e2c67f-0501-0010-a89a-ef185e6d6283"
0,"21F8A272-0C13-4828-9846-77AF912BBBC3"
0,"2207D227-20CB-437F-A2E4-7BCADCF742E8"
0,"220f7211-0201-0010-31a6-c820fe8902e0"
0,"22421E72-97EA-4602-A244-8F0AA7ECDD33"
0,"224e6df2-0401-0010-6096-c80bcb495693"
0,"2319FAD6-F9AA-4201-AAB2-89B2D11F8FCB"
0,"2369c142-0401-0010-ffb3-e4e518b8e242"
0,"2382D57C-4DB4-4561-87A7-5DED1D31BD22"
0,"240E898B-E792-45C9-BB29-64ACF8215A9D"
0,"24287691-50DE-4E77-8A98-79AE061FFE6F"
0,"24840191-A597-4809-A232-8E0E1F66A2E8"
0,"2504F00E-5945-4B11-84ED-A8E78F12DBFF"
0,"250C149F-63E2-4F93-A555-4BC9DA448185"
0,"2585CE57-B43D-46B3-B9C9-14FBED825BB3"
0,"25A05CE9-4B7B-4348-AAD8-0E10607F08D3"
0,"25A2E93B-7976-42E0-A0C4-14EF54DB693A"
0,"25bacb11-0501-0010-ae8f-e19e0678bd30"
0,"2630925F-AA78-4E2A-8540-4C8FD01A9BC7"
0,"26465A10-CE07-492D-A588-B93557BC811C"
0,"2686064D-CCD4-4C5E-8E44-B3F3B0158E58"
0,"26B57696-F68E-4F5C-8FF0-D8D5CC7A4408"
0,"26ced9a8-0401-0010-9a9f-f485e9b11ce1"
0,"270d1012-0501-0010-52b1-cc7c70ce6305"
0,"27135A1E-DD88-4505-9D36-A73FF8EFACB0"
0,"275801D3-6B01-4F8C-BCA6-CFF9869F1038"
0,"275ABB54-4C58-4AD7-AF88-29D4262D999B"
0,"277CC292-1D3B-4B62-BA0E-42E2A00EF491"
0,"278ec233-fd00-0010-c498-c2df83a8361b"
0,"2791CC4E-EF9E-419E-AEC3-8B92A9D44193"
0,"27A3DD17-B8AA-4D0D-9880-067F94CE541A"
0,"27ab9cad-0301-0010-0e8b-fd1c05931c0f"
0,"27B466C6-0915-4B7B-AD96-BF612CF33B70"
0,"27D40DED-E040-400E-AD27-0E0F95CBFE45"
0,"27d6ee08-0601-0010-a185-cea740b1a260"
0,"27D8D29C-14B2-4B18-A00E-DD68B8C19EF2"
0,"27DA5952-0317-4A9C-BE83-263B55548871"
0,"28402f37-0401-0010-95a4-f0a37ed19b8b"
0,"2856F2A0-4C2B-4E61-A6B5-D3C40E6DA213"
0,"2897eecb-0401-0010-28a3-ea95434a0c93"
0,"2899F9E4-C66A-4829-A20F-4168D23D5831"
0,"28B67348-B654-4C14-B490-C960A5BE0F3B"
0,"28CC883D-4207-4E3B-AC33-B50AC6383C17"
0,"28F77EA1-33CC-4263-97C1-AE7FBEC6BE2C"
0,"297D586D-7C74-4F10-B052-E5FE33FC5FD9"
0,"299854EF-137D-4886-9A0C-62E445F4949F"
0,"299EE084-652D-491B-8915-096D56F08BA9"
0,"29db5b12-0501-0010-029d-ae7a7c756286"
0,"2A080FE1-A334-42BA-B1DF-9030717368C9"
0,"2A273FA1-A605-4408-9D69-53992774E779"
0,"2a8fe2bf-0401-0010-5fb4-8f83f47dda67"
0,"2AB9DC5B-6C49-43C8-A30E-200302C42A0E"
0,"2AE12F29-272A-4EDA-B806-65224B198F0A"
0,"2b52c911-0501-0010-d4bc-b9b2fe52cc14"
0,"2B7EF6D0-48E2-4DA2-BF93-0FFA8084CC84"
0,"2BA53563-75A2-433B-AADD-2CC1241B5CB9"
0,"2BF6D412-5318-4EBC-9A27-0B3D7E656890"
0,"2c3d0571-0701-0010-bfab-cd287e2551b4"
0,"2C564859-3D11-464E-9232-F33B29C449C0"
0,"2C81B679-17CF-4163-A5B4-8E3A1B4F0CFA"
0,"2c943d5c-fd00-0010-6a98-baf7aef376f6"
0,"2D36380F-C7BC-4A2D-94E9-7FE4CBE1A54D"
0,"2D4D277E-4D22-424A-AA1D-8C3B888CF1C0"
0,"2d677d63-0201-0010-a4ac-b28015587931"
0,"2D9351DF-D733-4074-97A1-95AA86686426"
0,"2DD89609-2FF2-4ABD-AD06-84D856AB5DA5"
0,"2DEC8CDD-FB7B-435A-BA88-8D20786C0439"
0,"2E06C1E1-AACC-4F55-9083-684B7C95FD42"
0,"2E1DF7D0-A7E1-4926-AD9A-F780767711F7"
0,"2e50a4dc-0701-0010-5c82-b086b44d67f1"
0,"2f1b7850-fd00-0010-049e-d030d07ae3a2"
0,"2f54caa4-0401-0010-6f8f-c12a06772ecd"
0,"2F97A0B7-8B30-464D-8714-0D768E1C59D6"
0,"2FA630AA-12DE-44D0-9E8F-6D85E314A07E"
0,"2fb71512-0501-0010-8ab0-d2f5e954d469"
0,"2FBFFEDE-22E5-46BB-807F-F06BEF3B9031"
0,"2FCA7F15-A2F2-4669-B45C-4FC72CF341A8"
0,"2FD95D97-B5A1-49C1-8FD5-FE11494E1C2E"
0,"300C1C2F-F243-476A-BCDF-0EC3D99CC3F7"
0,"30A1FA96-D681-4F7D-BCAF-C6AA6902F3C1"
0,"30DEED57-C6D2-4850-A3CE-EDDC5D1419CD"
0,"30EA96FA-279E-4D2E-81AB-734B4227A98A"
0,"30f9322a-0201-0010-b297-f9ef5527f633"
0,"31229A03-B1A0-4BDF-AE5F-7D3BBAAD20D5"
0,"31d81fc5-0501-0010-b4a8-c33237a231bc"
0,"3242DE60-5449-4340-95E2-899668FEE7D9"
0,"32c0e40c-0501-0010-bf89-c1dfbe3aecd5"
0,"3353917D-6705-465E-94E8-2D479046E79C"
0,"336B33B4-D481-43DD-8D7F-A66158CA652A"
0,"3401BBCE-3BBB-4522-AD2C-D2B0377C9787"
0,"3477AC2A-6C85-4E10-A0F5-EA0CFE7D7B5C"
0,"34B36ED8-0783-4F0E-A223-1E5CE54E4F7B"
0,"359AA8AF-E3EB-4890-A0EB-C08A210E10B9"
0,"363FDC07-25A9-4A34-A3EF-D4DC7222197C"
0,"364E3661-91E4-4137-A269-CD6A19CD49E4"
0,"3678D05B-EA7B-4BBB-BF6A-8787848A837D"
0,"369A0BDB-5479-4E81-8F95-0D64F24ACE26"
0,"36EAA808-543F-499C-836F-A75ACA05E02B"
0,"371DE333-17BA-462D-BAB9-C8BA6A49B813"
0,"3767F8B2-F196-4E13-AD9E-A58E47788B6F"
0,"3818977F-EC4E-4D5C-9651-42FC3BB9CD28"
0,"38210C4A-B581-4730-9E15-8DD316789578"
0,"38BA33D0-E1DE-430F-B30D-44954BE81B1B"
0,"38CDF7C5-A321-4207-9954-9AB82B662C0C"
0,"39012d47-fd00-0010-bc98-a8f55cec92e2"
0,"391D084F-33C8-4ABF-9D51-8B874737B62D"
0,"393bfe92-0601-0010-cea3-ae5198bb3c54"
0,"395BDE70-4719-473E-A229-E9491B6C5702"
0,"399a5b47-fd00-0010-67af-a2b8f58164a8"
0,"399CDDBF-A9D3-4FC8-93B5-48264289143E"
0,"39cc0134-0401-0010-8eae-e38c17426349"
0,"39DEE96B-4429-4CED-A548-83423D7A642F"
0,"3A0A8358-7FBE-427B-8B36-229C5C49AB0A"
0,"3A41D87F-3147-48D9-BAE4-92C631F27D19"
0,"3a7772c3-0701-0010-098c-9a1b7a953402"
0,"3B19DF06-F641-4FE6-8F3F-2ED695000382"
0,"3B1AB607-B8A4-4013-AF1E-7F327988E308"
0,"3B971362-B1A9-4C7A-803B-AE07F909FA8E"
0,"3BEA4948-D0F6-474E-A00A-1BC75EB76A0B"
0,"3C53B81B-F256-447A-A757-F7E149D47F07"
0,"3cc73aa9-0401-0010-519e-a507bbd13a79"
0,"3D26CBD0-B12E-40B1-AABD-EE605F73382E"
0,"3d2aae11-0501-0010-25a5-d1695211b994"
0,"3D661FC4-9FF4-42B5-9BE2-8F4FB1E94E57"
0,"3D67AD6A-0AD2-463E-9BC0-F2D60C875817"
0,"3D69B32C-63B6-4537-82A6-D640CD95D6F7"
0,"3e9dc7af-0101-0010-829d-9e53f65c46de"
0,"3E9F4309-6E1E-417C-A167-F1E17D95FEA0"
0,"3EB82E5E-FC42-46AF-A311-184C971A08C6"
0,"3EF1C3D3-EB43-4E47-8E6E-54CAB0EA7E4F"
0,"3F2A027D-6267-4ADD-AA1C-FA48B2D61684"
0,"3F576F01-2F36-47EF-B6A8-5D5C4257A8F8"
0,"3F604C85-F5DD-4353-9E8E-ADC3EF474619"
0,"3F646B48-80AE-44C3-AFA7-B1CFB5BB9FF2"
0,"3F892A2C-41FC-4E5D-A525-22756E80C3AE"
0,"3fe059b5-0101-0010-94a0-87602419acc9"
0,"40101912-0501-0010-f4a6-b5757bc763fa"
0,"40192af3-0101-0010-4c95-ff20975a0030"
0,"403b8614-0501-0010-7daa-83729724738a"
0,"406BD954-5D3F-4B2F-B297-E1CE18E1E9E0"
0,"40803AC4-E47D-42AE-A99A-357554DC8838"
0,"40E7393F-B046-4676-A911-ACC4A24796CA"
0,"411F1CF9-5CE9-41F9-AE60-288B5EFB83A8"
0,"412FA728-D064-4BE9-999F-0032415F134F"
0,"413EE5D2-A613-4355-B07B-3F6B50962C31"
0,"41619175-787A-407A-B6E1-70515D09A3EC"
0,"416A1471-5143-40CD-AF59-13F59235EBE9"
0,"416E1DF2-083F-47A2-81C8-81C2D88A19DE"
0,"41E8DB5E-DE81-4732-AD19-D7C1A516F22C"
0,"41F8F81E-FF1A-401B-9580-3A23C35BE8A6"
0,"420ED43A-2DA1-4270-86AD-2E6F18D513F2"
0,"4234CA7D-CC07-45AD-8EE2-BF9AC0C05FA1"
0,"429C342A-8F4B-463A-9E5D-3654753972D4"
0,"42d99d7c-0401-0010-9881-d98194e2c028"
0,"430A4A93-3754-4325-BC80-2EBC2B797EEC"
0,"4333C507-6C30-497A-B4C9-72E927436897"
0,"43429A5C-F6DA-4D69-B8F0-8E44F542CFF6"
0,"4345724B-0BC1-4AFB-903F-AC6A1A19B9FF"
0,"43a3422c-0601-0010-07b3-c8df383ecce2"
0,"43F52F4D-B22F-4C25-B925-17D22241D662"
0,"443F4AEF-1C77-4422-8E86-365F354D58A0"
