ORG_NAME	BHRRC_URL
Robert Stephen Holdings	R/RobertStephenHoldings
Rocawear	R/Rocawear
Roche	R/Roche
Rocketdyne (part of Boeing)	R/RocketdynepartofBoeing
Rocky Mountain Chocolate Factory	R/RockyMountainChocolateFactory
Roda Group	R/RodaGroup
Rodale	R/Rodale
Rohm	R/Rohm
Rohm & Haas	R/RohmHaas
Rolex	R/Rolex
Rolls-Royce plc	R/Rolls-Royceplc
Roman Originals	R/RomanOriginals
Romark Laboratories	R/RomarkLaboratories
Roots	R/Roots
Rosneft	R/Rosneft
Ross Stores	R/RossStores
Rössing Uranium	R/RssingUranium
Rosy Blue	R/RosyBlue
Roth Capital Partners	R/RothCapitalPartners
Rougier	R/Rougier
Roundabout	R/Roundabout
Rowan Companies	R/RowanCompanies
Roxel (joint venture MBDA & SNPE)	R/RoxeljointventureMBDASNPE
Royal & SunAlliance	R/RoyalSunAlliance
Royal Ahold (see Ahold)	R/RoyalAholdseeAhold
Royal Asscher	R/RoyalAsscher
Royal Bank of Canada	R/RoyalBankofCanada
Royal Bank of Scotland	R/RoyalBankofScotland
Royal Blue	R/RoyalBlue
Royal Boskalis Westminster	R/RoyalBoskalisWestminster
Royal Brunei Airlines	R/RoyalBruneiAirlines
Royal Caribbean Cruises	R/RoyalCaribbeanCruises
Royal Dutch / Shell (see Shell)	R/RoyalDutchShellseeShell
Royal Mail	R/RoyalMail
Royal Nedlloyd	R/RoyalNedlloyd
Royal Numico	R/RoyalNumico
Royal Ordnance (see RO Defence)	R/RoyalOrdnanceseeRODefence
Royal Philips Electronics	R/RoyalPhilipsElectronics
Royal Vendex KBB	R/RoyalVendexKBB
Royalco Resources	R/RoyalcoResources
Rubicon	R/Rubicon
Rubie's Costume	R/RubiesCostume
Ruder Finn	R/RuderFinn
RUSAL	R/RUSAL
Russell (part of Berkshire Hathaway)	R/RussellpartofBerkshireHathaway
Russia Online	R/RussiaOnline
Russian Railways	R/RussianRailways
Rust-Oleum	R/Rust-Oleum
RWE	R/RWE
Ryanair	R/Ryanair
Ryland	R/Ryland
RZB Group	R/RZBGroup
S-Oil	S/S-Oil
Saab Automobile (part of General Motors)	S/SaabAutomobilepartofGeneralMotors
Saab Avitronics (joint venture Saab Group & Grintek)	S/SaabAvitronicsjointventureSaabGroupGrintek
Saab Group	S/SaabGroup
Saba (part of Dole)	S/SabapartofDole
SABMiller	S/SABMiller
Saceites	S/Saceites
Sadia	S/Sadia
Safeco	S/Safeco
Safeway (USA)	S/SafewayUSA
Safeway UK (part of Morrisons)	S/SafewayUKpartofMorrisons
Safmarine (part of A.P. Moller-Maersk)	S/SafmarinepartofAPMoller-Maersk
Safra	S/Safra
Safran	S/Safran
Saga Sports	S/SagaSports
Sagawa Express	S/SagawaExpress
Sage	S/Sage
Sagep	S/Sagep
Sainsbury	S/Sainsbury
Saint-Gobain	S/Saint-Gobain
"Sakhalin Energy (joint venture Shell, Mitsui, & Mitsubishi)"	S/SakhalinEnergyjointventureShellMitsuiMitsubishi
Salcomp	S/Salcomp
Salesforce.com	S/Salesforcecom
Sally Hansen	S/SallyHansen
Sam's Club (part of Wal-Mart)	S/SamsClubpartofWal-Mart
Samancor	S/Samancor
Sambhav Gems	S/SambhavGems
Sameer Group	S/SameerGroup
Samgong	S/Samgong
Samling	S/Samling
Sampoerna	S/Sampoerna
Samsonite	S/Samsonite
Samsung	S/Samsung
San Miguel Beer (part of San Miguel Corporation)	S/SanMiguelBeerpartofSanMiguelCorporation
San Miguel Corporation	S/SanMiguelCorporation
Sandals	S/Sandals
Sandline International	S/SandlineInternational
Sandvik	S/Sandvik
Sanlam	S/Sanlam
Sanmar	S/Sanmar
Sanmina-SCI	S/Sanmina-SCI
Sanofi Pasteur (part of Sanofi-Aventis)	S/SanofiPasteurpartofSanofi-Aventis
Sanofi-Aventis	S/Sanofi-Aventis
Sanofi-Synthélabo (now part of Sanofi-Aventis)	S/Sanofi-SynthlabonowpartofSanofi-Aventis
Sanoflore	S/Sanoflore
Sanpaolo IMI (part of Intesa Sanpaolo)	S/SanpaoloIMIpartofIntesaSanpaolo
Santa Bárbara (part of General Dynamics)	S/SantaBrbarapartofGeneralDynamics
Santa Sweets (part of Ag-Mart Produce)	S/SantaSweetspartofAg-MartProduce
Santander	S/Santander
Santos	S/Santos
Sanyo	S/Sanyo
SAP	S/SAP
Sappi	S/Sappi
SAPREF (joint venture Shell & BP)	S/SAPREFjointventureShellBP
Sara Lee	S/SaraLee
Sarantis	S/Sarantis
SAS (Scandinavian Airlines)	S/SASScandinavianAirlines
Sasol	S/Sasol
Satho Hazir Giyim	S/SathoHazirGiyim
Satyam	S/Satyam
Saudi Aramco	S/SaudiAramco
Saudi Lighting	S/SaudiLighting
Saudi Refining	S/SaudiRefining
SAUR (part of Bouygues)	S/SAURpartofBouygues
SBC Communications (now AT&T)	S/SBCCommunicationsnowATT
SC Johnson	S/SCJohnson
SCA	S/SCA
Scania	S/Scania
Scharffen Berger Chocolate	S/ScharffenBergerChocolate
Schenker	S/Schenker
Schering-Plough	S/Schering-Plough
Schick-Wilkinson Sword (part of Energizer)	S/Schick-WilkinsonSwordpartofEnergizer
Schindler	S/Schindler
Schlumberger	S/Schlumberger
Schneider	S/Schneider
Schroders	S/Schroders
Schwab (see Charles Schwab)	S/SchwabseeCharlesSchwab
Scomi	S/Scomi
Scotiabank	S/Scotiabank
Scottish and Southern Energy	S/ScottishandSouthernEnergy
Scottish Power	S/ScottishPower
Scottish Water	S/ScottishWater
Scotts	S/Scotts
SDM (Sociedade de Desenvolvimento Mineiro de Angola) (joint venture Odebrecht & Endiama)	S/SDMSociedadedeDesenvolvimentoMineirodeAngolajointventureOdebrechtEndiama
Sea Containers	S/SeaContainers
Seaboard	S/Seaboard
Seabourn Cruise Line (part of Carnival)	S/SeabournCruiseLinepartofCarnival
Seachem Tankers (part of Odfjell)	S/SeachemTankerspartofOdfjell
Seagate Technology	S/SeagateTechnology
Sealed Air	S/SealedAir
Sean John Clothing	S/SeanJohnClothing
Seara Alimentos	S/SearaAlimentos
Sears	S/Sears
Seattle's Best	S/SeattlesBest
SEB	S/SEB
Secil - Companhia Geral de Cal e Cimento	S/Secil-CompanhiaGeraldeCaleCimento
Secure Computing	S/SecureComputing
Securicor (now Group 4 Securicor)	S/SecuricornowGroup4Securicor
Securitas	S/Securitas
Sedapal	S/Sedapal
See's Candies	S/SeesCandies
SEFAC (part of Vasto Legno)	S/SEFACpartofVastoLegno
Sega	S/Sega
SEGUROC	S/SEGUROC
Seguros Bolívar	S/SegurosBolvar
SEH America (part of Shin-Etsu Group)	S/SEHAmericapartofShin-EtsuGroup
Seiko	S/Seiko
Sekem	S/Sekem
Select	S/Select
SEMAPA (Servicio Municipal de Agua Potable y Alcantarillado)	S/SEMAPAServicioMunicipaldeAguaPotableyAlcantarillado
Sempra Energy	S/SempraEnergy
Semtech	S/Semtech
Senao	S/Senao
Serena Hotels	S/SerenaHotels
Serendip Productions	S/SerendipProductions
Serenísima (Mastellone Hermanos)	S/SerensimaMastelloneHermanos
Serono	S/Serono
Service Merchandise	S/ServiceMerchandise
ServiceMaster	S/ServiceMaster
Seven Up/RC Bottling Co. of Southern California (part of Dr Pepper/Seven Up Bottling Group)	S/SevenUpRCBottlingCoofSouthernCaliforniapartofDrPepperSevenUpBottlingGroup
Seventh Generation	S/SeventhGeneration
Severn Trent	S/SevernTrent
Sfera	S/Sfera
SH&E (Simat Helliesen & Eichner)	S/SHESimatHelliesenEichner
Shaanxi Huadian	S/ShaanxiHuadian
Shahi Textiles	S/ShahiTextiles
Shamrock Manufacturing	S/ShamrockManufacturing
Shanda Interactive Entertainment	S/ShandaInteractiveEntertainment
Shanda Network Development	S/ShandaNetworkDevelopment
Shandong Gold Group	S/ShandongGoldGroup
Shandong Weiqiao Pioneering	S/ShandongWeiqiaoPioneering
Shanghai Automobile Industry Corporation (SAIC)	S/ShanghaiAutomobileIndustryCorporationSAIC
Shanghai Chenxing Electronics	S/ShanghaiChenxingElectronics
Shanghai General Motors	S/ShanghaiGeneralMotors
Shanghai Huashang Clothing	S/ShanghaiHuashangClothing
Shanghai Jingxuan Plastic Products	S/ShanghaiJingxuanPlasticProducts
Shanghai Pudong Development Bank	S/ShanghaiPudongDevelopmentBank
Shanghai Yongquan Shoes	S/ShanghaiYongquanShoes
Shangri-La Hotel	S/Shangri-LaHotel
Shanks	S/Shanks
Shaoxing Mishuai Dress Making	S/ShaoxingMishuaiDressMaking
Sharp	S/Sharp
Shaw Communications	S/ShawCommunications
Shaw Group	S/ShawGroup
Shaw Industries (part of Berkshire Hathaway)	S/ShawIndustriespartofBerkshireHathaway
Shaw's Supermarkets (part of Sainsbury)	S/ShawsSupermarketspartofSainsbury
Shelby Group	S/ShelbyGroup
Shell	S/Shell
Shelman	S/Shelman
Shenhua Group	S/ShenhuaGroup
Shenzhen Water	S/ShenzhenWater
Sheraton (part of Starwood Hotels)	S/SheratonpartofStarwoodHotels
Sherwin-Williams	S/Sherwin-Williams
Shikoku Electric Power	S/ShikokuElectricPower
Shin	S/Shin
Shin Nihon	S/ShinNihon
Shin-Etsu Group	S/Shin-EtsuGroup
Shinhan Bank	S/ShinhanBank
Shire	S/Shire
SHM Smith Hodgkinson	S/SHMSmithHodgkinson
Shoprite	S/Shoprite
Shougang	S/Shougang
Shree Cement	S/ShreeCement
Shui On	S/ShuiOn
Siam Cement	S/SiamCement
Siam Commercial Bank	S/SiamCommercialBank
Sibeka (part of Umicore)	S/SibekapartofUmicore
Siberian Urals Aluminium Company (see SUAL)	S/SiberianUralsAluminiumCompanyseeSUAL
Sida International	S/SidaInternational
Siderúrgica Tultitlán	S/SiderrgicaTultitln
Sidley Austin Brown & Wood	S/SidleyAustinBrownWood
Siegwart	S/Siegwart
Siemens	S/Siemens
Sierra Leone Diamond	S/SierraLeoneDiamond
Sigla	S/Sigla
Signal International	S/SignalInternational
Signet	S/Signet
Silver Shadow	S/SilverShadow
Silver Standard	S/SilverStandard
Silver Star Group	S/SilverStarGroup
Silverjet	S/Silverjet
Silverlit	S/Silverlit
Silversea Cruises	S/SilverseaCruises
Silverstein Properties	S/SilversteinProperties
Simat Helliesen & Eichner (see SH&E)	S/SimatHelliesenEichnerseeSHE
Simon Lévelt	S/SimonLvelt
Simon Property	S/SimonProperty
Sims Group	S/SimsGroup
SINA	S/SINA
Sinar Mas Group	S/SinarMasGroup
Sinclair Broadcast Group	S/SinclairBroadcastGroup
Sinclair Roche & Temperley (part of Stephenson Harwood)	S/SinclairRocheTemperleypartofStephensonHarwood
Singapore Airlines	S/SingaporeAirlines
Singapore Food Industries	S/SingaporeFoodIndustries
Singapore Petroleum	S/SingaporePetroleum
Singapore Technologies (see ST Engineering)	S/SingaporeTechnologiesseeSTEngineering
Singapore Telecommunications	S/SingaporeTelecommunications
Singer (part of Classic Medallics)	S/SingerpartofClassicMedallics
Sino Gold	S/SinoGold
Sino Mining International (part of Sino Gold)	S/SinoMiningInternationalpartofSinoGold
Sinohydro	S/Sinohydro
Sinomem	S/Sinomem
Sinopec	S/Sinopec
Síntesis	S/Sntesis
Sipcam-Oxon	S/Sipcam-Oxon
Sipma	S/Sipma
Site Concrete	S/SiteConcrete
Sitec Aerospace (part of Accuron)	S/SitecAerospacepartofAccuron
Sjunde AP-fonden	S/SjundeAP-fonden
SK Corporation	S/SKCorporation
Skanska	S/Skanska
Skechers	S/Skechers
SkillSoft	S/SkillSoft
SKS (Swayam Krishi Sangam)	S/SKSSwayamKrishiSangam
Skye Resources	S/SkyeResources
Skype (part of eBay)	S/SkypepartofeBay
Slough Estates	S/SloughEstates
Smith & Nephew	S/SmithNephew
Smith and Wesson	S/SmithandWesson
Smith Barney (part of Citigroup)	S/SmithBarneypartofCitigroup
Smithfield Foods	S/SmithfieldFoods
Smiths City	S/SmithsCity
Smiths Group	S/SmithsGroup
Smurfit Kappa Cartón de Colombia (part of Smurfit Kappa)	S/SmurfitKappaCartndeColombiapartofSmurfitKappa
Smurfit-Stone	S/Smurfit-Stone
Snamprogetti (part of ENI)	S/SnamprogettipartofENI
SNC-Lavalin	S/SNC-Lavalin
SNCF (Société Nationale des Chemins de Fer)	S/SNCFSocitNationaledesCheminsdeFer
Snecma (part of Safran)	S/SnecmapartofSafran
SNPC (see Société Nationale des Pétroles du Congo)	S/SNPCseeSocitNationaledesPtrolesduCongo
SNPE	S/SNPE
Sobel	S/Sobel
SOCAR (see State Oil Company of Azerbaijan)	S/SOCARseeStateOilCompanyofAzerbaijan
Socatur (Société camerounaise de transports urbains)	S/SocaturSocitcamerounaisedetransportsurbains
Société Générale	S/SocitGnrale
Société Générale de Surveillance (SGS)	S/SocitGnraledeSurveillanceSGS
Société Minière de Bakwanga (see MIBA)	S/SocitMiniredeBakwangaseeMIBA
Société Nationale des Pétroles du Congo (SNPC)	S/SocitNationaledesPtrolesduCongoSNPC
Sodexho	S/Sodexho
SODIAM Sarl (part of Endiama)	S/SODIAMSarlpartofEndiama
Sodiama International (joint venture Lev Leviev & Endiama)	S/SodiamaInternationaljointventureLevLevievEndiama
Soekor	S/Soekor
Sofiyska Voda	S/SofiyskaVoda
Sogea	S/Sogea
Sohu.com	S/Sohucom
Sojitz	S/Sojitz
Sol Meliá	S/SolMeli
Solar Millenium	S/SolarMillenium
Solargenix	S/Solargenix
SolarWorld	S/SolarWorld
Solectron	S/Solectron
Solid Waste Technologies	S/SolidWasteTechnologies
Solomon Associates (part of AIG)	S/SolomonAssociatespartofAIG
Solutia	S/Solutia
Solvay	S/Solvay
Somerfield	S/Somerfield
Somers Building Maintenance (SBM)	S/SomersBuildingMaintenanceSBM
Somika (Société Miniere du Katanga)	S/SomikaSocitMiniereduKatanga
Sonae	S/Sonae
Sonangol	S/Sonangol
Sonatrach	S/Sonatrach
Songyuan City Ningjiang District Yadahong Industrial Park	S/SongyuanCityNingjiangDistrictYadahongIndustrialPark
Sonofon (part of Telenor)	S/SonofonpartofTelenor
Sony	S/Sony
Sony Ericsson (joint venture Sony & Ericsson)	S/SonyEricssonjointventureSonyEricsson
South African Airways	S/SouthAfricanAirways
Southern California Edison (part of Edison International)	S/SouthernCaliforniaEdisonpartofEdisonInternational
Southern Company	S/SouthernCompany
Southern Cross	S/SouthernCross
"Southern Peru Copper (joint venture Grupo México, Cerro Trading, Freeport-McMoRan)"	S/SouthernPeruCopperjointventureGrupoMxicoCerroTradingFreeport-McMoRan
Southern Range Nyanza	S/SouthernRangeNyanza
Southern Water	S/SouthernWater
SouthernEra Diamonds	S/SouthernEraDiamonds
Southwest Airlines	S/SouthwestAirlines
Souza Cruz (part of British American Tobacco)	S/SouzaCruzpartofBritishAmericanTobacco
Sovcomflot	S/Sovcomflot
Special Operations Consulting-Security Management Group (SOC-SMG)	S/SpecialOperationsConsulting-SecurityManagementGroupSOC-SMG
Speedo (part of Pentland Group)	S/SpeedopartofPentlandGroup
Spilan	S/Spilan
Spirent	S/Spirent
Splav	S/Splav
Spolana	S/Spolana
Sport-Elec	S/Sport-Elec
Sports Authority	S/SportsAuthority
Sprint Nextel	S/SprintNextel
Square Fashions (part of Square Group)	S/SquareFashionspartofSquareGroup
Square Group	S/SquareGroup
Square Pharmaceuticals (part of Square Group)	S/SquarePharmaceuticalspartofSquareGroup
SriLankan Airlines	S/SriLankanAirlines
SSL International	S/SSLInternational
ST Engineering (Singapore Technologies Engineering)	S/STEngineeringSingaporeTechnologiesEngineering
"ST Kinetics (Singapore Technologies Kinetics, part of ST Engineering)"	S/STKineticsSingaporeTechnologiesKineticspartofSTEngineering
ST Microelectronics	S/STMicroelectronics
St. Ives	S/StIves
St. Paul Travelers	S/StPaulTravelers
Stagecoach Group	S/StagecoachGroup
Stallion Garments	S/StallionGarments
Stanbic Bank	S/StanbicBank
Standard & Poor's (part of McGraw Hill)	S/StandardPoorspartofMcGrawHill
Standard Bank	S/StandardBank
Standard Bank London (part of Standard Bank)	S/StandardBankLondonpartofStandardBank
Standard Chartered	S/StandardChartered
Standard Fruit (see Dole)	S/StandardFruitseeDole
Standard Life	S/StandardLife
Standard Pacific	S/StandardPacific
Stanley Works	S/StanleyWorks
Staples	S/Staples
Star Cruises	S/StarCruises
Starbucks	S/Starbucks
Starcom MediaVest (part of Publicis)	S/StarcomMediaVestpartofPublicis
Starmet	S/Starmet
Starwood Hotels	S/StarwoodHotels
State Bank of India	S/StateBankofIndia
State Farm Insurance	S/StateFarmInsurance
State Grid Corporation of China	S/StateGridCorporationofChina
State Oil Company of Azerbaijan (SOCAR)	S/StateOilCompanyofAzerbaijanSOCAR
State Street	S/StateStreet
Statoil	S/Statoil
STEAG	S/STEAG
Steelcase	S/Steelcase
Steilmann	S/Steilmann
Steinecker	S/Steinecker
Stella Artois (part of InBev)	S/StellaArtoispartofInBev
Stella International [Taiwan]	S/StellaInternationalTaiwan
Sterling (part of Signet)	S/SterlingpartofSignet
Sterlite Industries (part of Vedanta Resources)	S/SterliteIndustriespartofVedantaResources
Steve & Barry's	S/SteveBarrys
Steyr (part of Steyr Mannlicher)	S/SteyrpartofSteyrMannlicher
Steyr Mannlicher	S/SteyrMannlicher
Stihl	S/Stihl
Stockland	S/Stockland
Stockline Plastics (part of ICL Plastics)	S/StocklinePlasticspartofICLPlastics
Stolt Nielsen	S/StoltNielsen
Stonyfield Farm	S/StonyfieldFarm
Stora Enso	S/StoraEnso
Storebrand	S/Storebrand
Straits Resources	S/StraitsResources
Strauss	S/Strauss
Street One	S/StreetOne
Stride Rite	S/StrideRite
Stroytransgaz	S/Stroytransgaz
SUAL	S/SUAL
Suashish Diamonds	S/SuashishDiamonds
Subocol	S/Subocol
Suburban Guns	S/SuburbanGuns
Subway	S/Subway
Sudapet	S/Sudapet
Suessen	S/Suessen
Suez	S/Suez
Sullivan & Cromwell	S/SullivanCromwell
Sumalindo Lestari Jaya	S/SumalindoLestariJaya
Sumitomo Chemical (part of Sumitomo Group)	S/SumitomoChemicalpartofSumitomoGroup
Sumitomo Electric Industries (part of Sumitomo Group)	S/SumitomoElectricIndustriespartofSumitomoGroup
Sumitomo Group	S/SumitomoGroup
Sumitomo Life Insurance (part of Sumitomo Group)	S/SumitomoLifeInsurancepartofSumitomoGroup
Sumitomo Metal Industries (part of Sumitomo Group)	S/SumitomoMetalIndustriespartofSumitomoGroup
Sumitomo Metal Mining (part of Sumitomo Group)	S/SumitomoMetalMiningpartofSumitomoGroup
Sumitomo Mitsui Banking (part of Sumitomo Group)	S/SumitomoMitsuiBankingpartofSumitomoGroup
Sun Hung Kai Properties	S/SunHungKaiProperties
Sun Microsystems	S/SunMicrosystems
Sun Newspaper (UK) (part of News Corp)	S/SunNewspaperUKpartofNewsCorp
Sun Television Cybernetworks	S/SunTelevisionCybernetworks
Sun Wah	S/SunWah
Suncoast Casino and Entertainment World (part of Tsogo Sun)	S/SuncoastCasinoandEntertainmentWorldpartofTsogoSun
Suncor	S/Suncor
Suncorp-Metway	S/Suncorp-Metway
Sunoco	S/Sunoco
SunPower	S/SunPower
Suntech Power	S/SuntechPower
SunTrust Banks	S/SunTrustBanks
Sunways	S/Sunways
Superdrug (part of Hutchison Whampoa)	S/SuperdrugpartofHutchisonWhampoa
Supermercados San Francisco	S/SupermercadosSanFrancisco
Supervalu	S/Supervalu
Sural	S/Sural
Suramericana	S/Suramericana
Surgutneftegas	S/Surgutneftegas
Susalud (parte de Suramericana)	S/SusaludpartedeSuramericana
Sutton Resources	S/SuttonResources
Suzuki	S/Suzuki
Swarovski	S/Swarovski
Swatch	S/Swatch
Swayam Krishi Sangam (see SKS)	S/SwayamKrishiSangamseeSKS
Swedbank	S/Swedbank
Swedish Post Office	S/SwedishPostOffice
Swedish Television	S/SwedishTelevision
Swift & Company	S/SwiftCompany
Swift (co-operative)	S/Swiftco-operative
Swire Group	S/SwireGroup
Swiss Re	S/SwissRe
Switcher	S/Switcher
Sygen	S/Sygen
Syncrude	S/Syncrude
Syndicate Bank	S/SyndicateBank
Syngenta	S/Syngenta
Système-U	S/Systme-U
T & T Supermarket	T/TTSupermarket
T-Mobile (part of Deutsche Telekom)	T/T-MobilepartofDeutscheTelekom
Taco Bell (part of YUM!)	T/TacoBellpartofYUM
Taiheiyo	T/Taiheiyo
Taijinbao (see Cal-Comp Electronics)	T/TaijinbaoseeCal-CompElectronics
Tainan Enterprises	T/TainanEnterprises
Taipower	T/Taipower
Taiwan Cement Group	T/TaiwanCementGroup
Taixing Glycerin Factory	T/TaixingGlycerinFactory
Takara Tomy	T/TakaraTomy
Takeda Pharmaceutical	T/TakedaPharmaceutical
Talal Abu-Ghazaleh	T/TalalAbu-Ghazaleh
Talbots	T/Talbots
Talisman	T/Talisman
Tamega	T/Tamega
Tanzania Pharmaceutical Industries	T/TanzaniaPharmaceuticalIndustries
TAP Pharmaceuticals (joint venture Abbott Laboratories & Takeda Pharmaceutical)	T/TAPPharmaceuticalsjointventureAbbottLaboratoriesTakedaPharmaceutical
Tapas La Libertad	T/TapasLaLibertad
Target	T/Target
Tarkwa Goldfields	T/TarkwaGoldfields
Tarrant Apparel	T/TarrantApparel
Taser	T/Taser
Tata Consultancy Services (part of Tata Group)	T/TataConsultancyServicespartofTataGroup
Tata Group	T/TataGroup
Tata Iron and Steel (TISCO) (part of Tata Group)	T/TataIronandSteelTISCOpartofTataGroup
Tata Motors (part of Tata Group)	T/TataMotorspartofTataGroup
Tata Steel (see Tata Iron and Steel)	T/TataSteelseeTataIronandSteel
Tata Tea (part of Tata Group)	T/TataTeapartofTataGroup
Tate & Lyle	T/TateLyle
Tatneft	T/Tatneft
Taylor Wimpey	T/TaylorWimpey
TBM Hardwoods	T/TBMHardwoods
Tchibo	T/Tchibo
TCIL (see Telecommunications Consultants India Ltd.)	T/TCILseeTelecommunicationsConsultantsIndiaLtd
TCL Corporation	T/TCLCorporation
TD Bank (see Toronto-Dominion Bank)	T/TDBankseeToronto-DominionBank
TDK	T/TDK
TEA Computers	T/TEAComputers
Techint	T/Techint
Techneglas	T/Techneglas
Technip Coflexip	T/TechnipCoflexip
Teck Cominco	T/TeckCominco
Tecnosol	T/Tecnosol
TECO Energy	T/TECOEnergy
Ted Baker	T/TedBaker
Teddy Exports	T/TeddyExports
Teekanne	T/Teekanne
Teijin	T/Teijin
Teikoku Oil	T/TeikokuOil
Tekken	T/Tekken
Telecom Italia (part of Pirelli)	T/TelecomItaliapartofPirelli
Telecommunications Consultants India Ltd. (TCIL)	T/TelecommunicationsConsultantsIndiaLtdTCIL
Telefónica	T/Telefnica
Teléfonos de México (see Telmex)	T/TelfonosdeMxicoseeTelmex
Telekom Malaysia	T/TelekomMalaysia
Telemadrid	T/Telemadrid
Telemundo	T/Telemundo
Telenor	T/Telenor
Téléperformance	T/Tlperformance
Teleservice	T/Teleservice
Telia	T/Telia
TeliaSonera	T/TeliaSonera
Telkom	T/Telkom
Telmex	T/Telmex
Telstra	T/Telstra
Telus	T/Telus
Tembec	T/Tembec
Temple-Inland	T/Temple-Inland
Tenaga Nasional	T/TenagaNasional
Tenedora Nemak (part of Ford)	T/TenedoraNemakpartofFord
Tenet Healthcare	T/TenetHealthcare
Tenke Mining	T/TenkeMining
Teradyne	T/Teradyne
Teragren	T/Teragren
Terex	T/Terex
Terumo	T/Terumo
Tesco	T/Tesco
Tesco Mobile (joint venture Tesco & Telefónica)	T/TescoMobilejointventureTescoTelefnica
Tesoro	T/Tesoro
Tessenderlo	T/Tessenderlo
Tetley (part of Tata Tea)	T/TetleypartofTataTea
Tetra Laval	T/TetraLaval
Tetra Pak (part of Tetra Laval)	T/TetraPakpartofTetraLaval
Tetra Technologies	T/TetraTechnologies
Texaco (part of Chevron)	T/TexacopartofChevron
Texas Instruments	T/TexasInstruments
Texas Land & Cattle Steakhouse (part of Lone Star Steakhouse)	T/TexasLandCattleSteakhousepartofLoneStarSteakhouse
Texchem	T/Texchem
Texport Overseas	T/TexportOverseas
Textil Santanderina	T/TextilSantanderina
Textiles KN de Oriente	T/TextilesKNdeOriente
Textron	T/Textron
TF1	T/TF1
TH Drilling	T/THDrilling
Thai Airways International	T/ThaiAirwaysInternational
Thales	T/Thales
Thames Water (part of RWE)	T/ThamesWaterpartofRWE
The Warehouse (see Warehouse)	T/TheWarehouseseeWarehouse
Theo Fennell	T/TheoFennell
Thermax	T/Thermax
Thomas Cook	T/ThomasCook
Thomson	T/Thomson
Thomson Holidays (part of TUI)	T/ThomsonHolidayspartofTUI
Thor Chemicals	T/ThorChemicals
Thyssen Henschel	T/ThyssenHenschel
ThyssenKrupp	T/ThyssenKrupp
TIAA-CREF	T/TIAA-CREF
Tiandi Group	T/TiandiGroup
Tibotec (part of Johnson & Johnson)	T/TibotecpartofJohnsonJohnson
Tidewater	T/Tidewater
Tiffany	T/Tiffany
Tiger Brands	T/TigerBrands
Tiger International Resources	T/TigerInternationalResources
Tilcon (part of Oldcastle Materials which is part of CRH)	T/TilconpartofOldcastleMaterialswhichispartofCRH
Tim Maxitel (part of Telecom Italia)	T/TimMaxitelpartofTelecomItalia
Timberland	T/Timberland
Timbmet	T/Timbmet
Time Warner	T/TimeWarner
Times Newspapers (UK) (part of News Corp)	T/TimesNewspapersUKpartofNewsCorp
Timoney Technology	T/TimoneyTechnology
Tintoretto	T/Tintoretto
Tiomin Resources	T/TiominResources
Tipco Asphalt	T/TipcoAsphalt
TISCO (see Tata Iron and Steel)	T/TISCOseeTataIronandSteel
Titan (now L-3 Titan)	T/TitannowL-3Titan
Titan Cement	T/TitanCement
TJ Maxx (part of TJX)	T/TJMaxxpartofTJX
TJX	T/TJX
Tlocznia Metali Pressta (TM Pressta)	T/TloczniaMetaliPresstaTMPressta
TNK-BP	T/TNK-BP
TNT (part of TPG)	T/TNTpartofTPG
Tohoku Electric Power	T/TohokuElectricPower
Tokio Marine & Nichido (part of Millea)	T/TokioMarineNichidopartofMillea
Tokyo Electric Power	T/TokyoElectricPower
Tokyo Gas	T/TokyoGas
Toll Brothers	T/TollBrothers
Tom Online	T/TomOnline
Tom's of Maine	T/TomsofMaine
Tomkins	T/Tomkins
Tommy Hilfiger	T/TommyHilfiger
Tongaat Hulett	T/TongaatHulett
Tongling Chemical Industry	T/TonglingChemicalIndustry
TOP-TOY	T/TOP-TOY
Topper (part of Alpargatas)	T/TopperpartofAlpargatas
Topshop (part of Arcadia)	T/TopshoppartofArcadia
Toronto Ventures Incorporated (see TVI Pacific)	T/TorontoVenturesIncorporatedseeTVIPacific
Toronto-Dominion Bank	T/Toronto-DominionBank
Tosco	T/Tosco
Toshiba	T/Toshiba
Total	T/Total
Total Indonesie (part of Total)	T/TotalIndonesiepartofTotal
Total Intelligence	T/TotalIntelligence
Tourism Product Development Company (TPDCO)	T/TourismProductDevelopmentCompanyTPDCO
Tournigan Gold	T/TourniganGold
Tower Semiconductor	T/TowerSemiconductor
Toymaster	T/Toymaster
Toyo Gosei	T/ToyoGosei
Toyota	T/Toyota
Toys R Us	T/ToysRUs
TPAO (see Turkish Petroleum)	T/TPAOseeTurkishPetroleum
TPG	T/TPG
TPG (Texas Pacific)	T/TPGTexasPacific
Tractebel (part of Suez)	T/TractebelpartofSuez
Trafigura Beheer	T/TrafiguraBeheer
Traidcraft	T/Traidcraft
Trans Hex	T/TransHex
Trans Thai-Malaysia (joint venture PTT and Petronas)	T/TransThai-MalaysiajointventurePTTandPetronas
Trans-Resources	T/Trans-Resources
TransAlta	T/TransAlta
TransAtlantic Petroleum	T/TransAtlanticPetroleum
Transco (part of National Grid)	T/TranscopartofNationalGrid
Transdev (part of Caisse des Dépôts)	T/TransdevpartofCaissedesDpts
Transener	T/Transener
Transierra	T/Transierra
Transport Corporation of India	T/TransportCorporationofIndia
Transportes M&S	T/TransportesMS
Transredes	T/Transredes
Transurban	T/Transurban
