"COUNTRY_ID","CASE_ID"
"AU","246d11c3-0401-0010-8397-cd443067fbbc"
"AU","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"AU","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"AU","5E37E390-E450-4675-AFDC-CEFFA47712BE"
"AU","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"AU","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"AU","8C5392AE-7745-4C44-A03C-34A786583C4D"
"AU","90B115D2-6773-46F7-80AB-312A6584AB38"
"AU","960AC100-E2C4-4760-A605-FAB56B320765"
"AU","9b99cd31-fa00-0010-d4aa-a9b07358fb4d"
"AU","b0565cc4-f800-0010-10a5-e5a89a7906f3"
"AU","b46cb16e-ff00-0010-f998-e6d4f53ede5b"
"AU","bacac247-f700-0010-0080-d75e54f851fd"
"AU","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"AU","EADDCECB-18B8-4B85-B276-C93549976104"
"AU","ed54c447-f700-0010-0080-d75e54f851fd"
"AU","ef39c447-f700-0010-0080-d75e54f851fd"
"AZ","0D5CE5C0-A9AA-445B-97B0-E991587A8533"
"AZ","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"AZ","33D285CF-19F6-494A-89EC-E5F714D86046"
"AZ","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"AZ","40331b11-fa00-0010-4ea2-ee6d8df593cc"
"AZ","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"AZ","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"AZ","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"AZ","8C5392AE-7745-4C44-A03C-34A786583C4D"
"AZ","90B115D2-6773-46F7-80AB-312A6584AB38"
"AZ","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"AZ","BAEF25FD-6285-48CF-9E97-6BC92933610A"
"AZ","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BA","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BA","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BA","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BA","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BA","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BA","8C5392AE-7745-4C44-A03C-34A786583C4D"
"BA","90B115D2-6773-46F7-80AB-312A6584AB38"
"BA","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BA","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BB","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BB","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BB","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BB","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BB","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BB","90B115D2-6773-46F7-80AB-312A6584AB38"
"BB","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BB","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BD","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BD","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BD","49dcd3d0-fd00-0010-c5bf-a1fd1838db40"
"BD","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BD","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BD","7d499886-0201-0010-8dac-980c1db4db90"
"BD","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BD","8C5392AE-7745-4C44-A03C-34A786583C4D"
"BD","90B115D2-6773-46F7-80AB-312A6584AB38"
"BD","9a7bb486-0201-0010-2982-a7e0214016de"
"BD","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BD","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BD","e2ebc447-f700-0010-0080-d75e54f851fd"
"BE","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BE","27bab545-ff00-0010-0e89-85e1cbf2bed6"
"BE","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BE","35031149-E14F-45A2-9C69-568A34514D50"
"BE","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BE","5E37E390-E450-4675-AFDC-CEFFA47712BE"
"BE","6415c547-f700-0010-0080-d75e54f851fd"
"BE","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BE","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BE","8C5392AE-7745-4C44-A03C-34A786583C4D"
"BE","90B115D2-6773-46F7-80AB-312A6584AB38"
"BE","9E108902-1DC4-4268-BAC5-ECAAF440860D"
"BE","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BE","B43D4325-1823-43E8-B597-B4CACEA58772"
"BE","B4736B8E-65EF-4AC4-B51C-DCC0163CEB8A"
"BE","B951C131-3FA1-4BF8-B9D8-48F3DD8E3D2D"
"BE","B97A208C-CBAB-42F4-8FD2-E351AB07B031"
"BE","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BE","F34928C2-F86D-4353-B08D-8720F3E6C247"
"BF","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BF","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BF","3ddddafa-f900-0010-1db8-eee42fe9366e"
"BF","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BF","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BF","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BF","8C5392AE-7745-4C44-A03C-34A786583C4D"
"BF","90B115D2-6773-46F7-80AB-312A6584AB38"
"BF","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BF","CDA6F04C-2C89-4863-A5FF-4F9926E49600"
"BF","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BG","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BG","262e622b-fb00-0010-5fae-962b10fd8f9d"
"BG","31430FA5-0599-4378-B755-30B44F322C80"
"BG","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BG","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BG","4c14512b-fb00-0010-bb90-8e1e576b0ad1"
"BG","68aebd67-fa00-0010-f5ba-d3879353e01f"
"BG","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BG","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BG","8C5392AE-7745-4C44-A03C-34A786583C4D"
"BG","90B115D2-6773-46F7-80AB-312A6584AB38"
"BG","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BG","B951C131-3FA1-4BF8-B9D8-48F3DD8E3D2D"
"BG","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BG","E01F7B5C-730B-4F22-BBD7-812783BF630B"
"BG","f2079c34-fa00-0010-84b5-b5631df84dec"
"BG","F34928C2-F86D-4353-B08D-8720F3E6C247"
"BH","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BH","22c5c247-f700-0010-0080-d75e54f851fd"
"BH","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BH","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BH","56cbc447-f700-0010-0080-d75e54f851fd"
"BH","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BH","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BH","8C5392AE-7745-4C44-A03C-34A786583C4D"
"BH","90B115D2-6773-46F7-80AB-312A6584AB38"
"BH","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BH","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BI","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BI","2CFB067A-5F18-4B05-9DAA-462920DD5FCC"
"BI","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BI","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BI","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BI","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BI","90B115D2-6773-46F7-80AB-312A6584AB38"
"BI","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BI","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BJ","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BJ","2CFB067A-5F18-4B05-9DAA-462920DD5FCC"
"BJ","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BJ","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BJ","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BJ","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BJ","8C5392AE-7745-4C44-A03C-34A786583C4D"
"BJ","90B115D2-6773-46F7-80AB-312A6584AB38"
"BJ","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BJ","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BM","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BM","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BM","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BM","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BM","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BM","90B115D2-6773-46F7-80AB-312A6584AB38"
"BM","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BM","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BN","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BN","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BN","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BN","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BN","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BN","90B115D2-6773-46F7-80AB-312A6584AB38"
"BN","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BN","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BO","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BO","2CFB067A-5F18-4B05-9DAA-462920DD5FCC"
"BO","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BO","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BO","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BO","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BO","90B115D2-6773-46F7-80AB-312A6584AB38"
"BO","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BO","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BR","0092E673-5AFB-4249-B929-3B801EE39A69"
"BR","03172059-fa00-0010-3ebf-de4babb071d1"
"BR","06D60FDA-60F0-46B1-AEA0-1EB98A2E65F9"
"BR","095FC392-36DB-496B-8BF9-05D4B4C81C94"
"BR","0C201DCC-6849-445B-BF57-575A3EBFD047"
"BR","0dcb9a0c-fa00-0010-e1a1-f66d39a6efa6"
"BR","0dcec247-f700-0010-0080-d75e54f851fd"
"BR","12B27AE3-2709-4E01-987E-0CB9C9000717"
"BR","13DCD6DE-F563-4966-BFA7-9E15852333E5"
"BR","19E437B0-9544-4692-A343-A920BF0CDB45"
"BR","1DCC456A-57BD-4DD5-A2CB-6F9FF775817C"
"BR","21F99235-7F39-48E9-971C-53E336B684F2"
"BR","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BR","23216266-E13C-4D0C-84BE-CB5EE7912F19"
"BR","2d830091-0701-0010-389f-8653947f6109"
"BR","2D9EF46C-85C0-493A-A5EE-A5EEA38B6EC2"
"BR","2ec212ef-fa00-0010-738e-d498947824a4"
"BR","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BR","37F36A12-07C9-4517-B702-A4C611F71631"
"BR","389C54F4-2517-490C-88C2-B5F0E5CDA9FC"
"BR","3E204BF1-9CA5-4969-AC0B-7346B9D4F71C"
"BR","434CE9C0-72F3-433F-B6E5-8967BE5295A7"
"BR","47C5FB0E-2418-437F-94B2-2BB967094F29"
"BR","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BR","4CFC2159-09E0-4C01-83AC-28C8366015A0"
"BR","551C2675-365C-43CE-8654-1CA056FAA3C0"
"BR","5965C9FE-9E66-443E-9F0C-F950ADEF5E64"
"BR","59ef52c9-0401-0010-4dac-9b68094dee66"
"BR","5BBB98F2-96D2-4589-8D30-B678FF69141C"
"BR","5E37E390-E450-4675-AFDC-CEFFA47712BE"
"BR","60e9ec24-fd00-0010-af83-fe52262db8b2"
"BR","63752384-8F26-4295-ABFB-60936634EA2F"
"BR","6B455085-8FE5-4802-80F3-CE276ACAE3AC"
"BR","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BR","6dc92759-fa00-0010-0082-ecfbf4a63bcb"
"BR","6E1F6400-04DB-464F-B82C-1ADA50BB91FF"
"BR","6E9AE4AF-3695-48A0-BE8C-A0632B6AECCA"
"BR","6F4DB78C-B40F-467A-975C-A35DCDBA9896"
"BR","73eac247-f700-0010-0080-d75e54f851fd"
"BR","74F4A65C-D9D6-43B1-8F99-77EAF57B0EC2"
"BR","75A43AB6-ECE5-4B32-AAB2-CE2E239C0113"
"BR","7973ddaa-f700-0010-0080-d75e54f851fd"
"BR","7E21B00C-6BBC-4D70-8D17-6E97787D9740"
"BR","7E48E3E5-5BEE-48A0-A0F7-84B8EC46C575"
"BR","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BR","865D21BC-6E18-4E90-B01F-49FC73AFFADC"
"BR","86c5c247-f700-0010-0080-d75e54f851fd"
"BR","8C5392AE-7745-4C44-A03C-34A786583C4D"
"BR","8E213CEA-EC2D-4AE5-B7B1-1952DC98C44D"
"BR","90B115D2-6773-46F7-80AB-312A6584AB38"
"BR","93D70C2D-010A-49DB-9360-1514A188B0FA"
"BR","94270D6A-7178-48BC-8389-D0276D0ADA1D"
"BR","9577c447-f700-0010-0080-d75e54f851fd"
"BR","95C971EC-90A5-42DE-BE74-E0B6E1DEC81C"
"BR","996203A2-7F13-47D7-85BF-AEEBE94F4D28"
"BR","9b17e475-0501-0010-268f-d8845f085758"
"BR","A04B8CAB-107D-4B0F-99B6-E2434BB2DE8D"
"BR","a0b9f63c-f800-0010-f6a2-d1e63046d1c8"
"BR","A220949F-627F-42FC-A8EF-22E0BDAA6D2F"
"BR","A32E3E78-6B47-445C-9E34-67B575912E6F"
"BR","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BR","a5cbd665-0401-0010-b99c-8749beb9db18"
"BR","aee4759f-f900-0010-f48c-e50375dbd79c"
"BR","B1F58694-6054-40DF-97D3-3D5A119514F9"
"BR","b3c705c2-fc00-0010-cfb8-d3ab7a0ca737"
"BR","b46cb16e-ff00-0010-f998-e6d4f53ede5b"
"BR","b7815e30-fa00-0010-3bb4-f14c852b7beb"
"BR","B8B9C44B-C51B-4B65-80F9-12936765D579"
"BR","bd137f0c-fa00-0010-40b1-c7d2b9223698"
"BR","bdb7c447-f700-0010-0080-d75e54f851fd"
"BR","C0B19586-92D4-47B8-802F-6B2BF1365827"
"BR","C209B4D9-6984-4A3E-9801-1110132AC2E5"
"BR","C3AE3BFA-42A6-4357-8A00-0ADCB5F45DD8"
"BR","c719c447-f700-0010-0080-d75e54f851fd"
"BR","C84DB6BC-32C1-46C8-B6E4-0A102743F8B9"
"BR","d03809ef-fa00-0010-c39f-a9b08398dac6"
"BR","D186EDCA-F0D3-4EDB-9FAE-205021A11541"
"BR","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BR","D8985D6F-B546-4ADB-99DA-431F1A21B977"
"BR","DB652D71-A0D4-4440-811F-C66BE2D8D52A"
"BR","E042C579-3F1B-4174-960B-8575C1909983"
"BR","E0B1CDAD-8957-441A-B855-A6E5C88FAF6C"
"BR","E1EA297B-DCC7-486D-86F3-ABD094EF449D"
"BR","e4d6c247-f700-0010-0080-d75e54f851fd"
"BR","e6e5c447-f700-0010-0080-d75e54f851fd"
"BR","E9E56929-368F-41FB-8899-5236E63B33ED"
"BR","EB7986CD-DC6B-4229-A644-B71F24C907AB"
"BR","EBCDB22E-DD5D-4178-A6DA-E10BD73B730C"
"BR","EC72392B-1426-45F8-9FF3-2F98DDDDA276"
"BR","F34928C2-F86D-4353-B08D-8720F3E6C247"
"BR","FB2C0758-82D4-4BAF-81EF-13CF9D37C5F7"
"BR","fbc2c247-f700-0010-0080-d75e54f851fd"
"BR","FBEEDB5C-EDC2-4BA4-8A3F-61D30D821703"
"BR","FD5A67EB-0E33-4454-86DE-EAA577D2BF52"
"BS","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BS","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BS","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BS","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BS","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BS","90B115D2-6773-46F7-80AB-312A6584AB38"
"BS","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BS","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BT","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BT","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BT","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BT","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BT","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BT","8C5392AE-7745-4C44-A03C-34A786583C4D"
"BT","90B115D2-6773-46F7-80AB-312A6584AB38"
"BT","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BT","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BW","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BW","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BW","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BW","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BW","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BW","90B115D2-6773-46F7-80AB-312A6584AB38"
"BW","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BW","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BW","e15fc447-f700-0010-0080-d75e54f851fd"
"BY","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BY","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BY","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BY","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BY","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BY","8C5392AE-7745-4C44-A03C-34A786583C4D"
"BY","90B115D2-6773-46F7-80AB-312A6584AB38"
"BY","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BY","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"BZ","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"BZ","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"BZ","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"BZ","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"BZ","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"BZ","90B115D2-6773-46F7-80AB-312A6584AB38"
"BZ","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"BZ","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"CA","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"CA","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"CA","468126AE-8113-44FD-B3E0-1DF3FF63E9F0"
"CA","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"CA","5E37E390-E450-4675-AFDC-CEFFA47712BE"
"CA","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"CA","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"CA","8C5392AE-7745-4C44-A03C-34A786583C4D"
"CA","90B115D2-6773-46F7-80AB-312A6584AB38"
"CA","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"CA","b46cb16e-ff00-0010-f998-e6d4f53ede5b"
"CA","B951C131-3FA1-4BF8-B9D8-48F3DD8E3D2D"
"CA","CD6EBFBB-1972-4C7D-A7BB-C707D113D8ED"
"CA","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"CA","d235f502-ff00-0010-9b94-a3f2c04c6fbc"
"CA","db90c447-f700-0010-0080-d75e54f851fd"
"CD","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"CD","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"CD","4531CA65-FB16-43FF-B0F4-8A8D4FF84FD2"
"CD","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"CD","6380DCB4-0B7B-48E0-8B24-2A6D33D840FD"
"CD","6D8E1B72-90C4-4B1B-9722-94B970FFE439"
"CD","830829C7-F294-4A5A-B5CE-D4D100D35B1D"
"CD","90B115D2-6773-46F7-80AB-312A6584AB38"
"CD","A4CA8703-F310-4F72-B0D5-C1A83FBB7ADE"
"CD","D2051F82-FAC0-4238-92F3-28D8A65BA828"
"CF","22313F7E-5DBD-4212-B525-3E3D23F1B32E"
"CF","2CFB067A-5F18-4B05-9DAA-462920DD5FCC"
"CF","34DABE6A-D568-44A8-9BEC-5F89438E2C35"
"CF","4B9B56F4-C976-4070-8881-E1C2E22BE0F1"
"CF","5921A193-2E2C-4B6B-82EF-23EBF680DD4B"
