"COP_ID","PRINCIPLE_ID"
"CF1F2E4B-7A6D-46B4-B444-7654E5822598",1
"70CF9E4C-C43E-4C01-B838-E6E88107AD29",1
"75962965-2428-4668-82A4-0E22B5BF86F2",1
"62FBB21C-7EEC-479F-92C7-6A254D92F6BC",1
"54EFFF65-A170-403B-B41F-01C20A066F64",10
"15A7CFCF-F669-426D-B6FD-E9BFDD9C46AF",1
"9CAF734C-7181-4160-AA7B-E22D76FBEF08",2
"492A3803-8215-424C-B7FA-AC9E298EA725",1
"BB7809C0-D2A9-45B5-ACFF-B8298EED654E",1
"F133389D-B534-4426-B878-ACFA4119B88E",6
"D8953E49-75C9-4BDB-B3D3-CA84B21C7941",1
"D68AF35B-6FB7-4FE7-BE2C-CAB0CCF8B1C6",1
"94A7B877-AF06-47D8-8FED-BDB9E539D2C5",1
"5FC3E57F-78CE-4841-957A-28E7D7109D25",1
"066D4BF0-E3D2-4AD4-B30B-7E7C5D06BD0D",1
"EF27C234-B3BA-44CB-AC8F-E917A2218931",1
"7847564A-210D-451E-AC20-2AD5165D1303",1
"767F23E4-EAD3-4661-9FDA-C9449C388E4C",1
"6918FC09-6749-48BC-BF5B-E70FF35CBBAD",1
"40B42874-FDB8-42C5-A835-61187B5FB0BD",1
"87FA453D-1630-4BDE-B186-58AA3D345E97",10
"9095F29C-D86C-4701-95A9-F6892082430A",1
"1243F1F7-E69D-441C-BC1B-24B55EDDA2AB",1
"03E07103-B435-42BF-A87A-40B339800A48",1
"027A0AAB-4438-4F94-8105-61CAE30181B4",1
"0D1654FB-FF13-4B2B-B10F-EE1F78DD22C4",1
"08C86346-E3E6-4EA0-A577-D303ACFF339F",1
"9F77F163-12ED-474B-80F2-C1E89E2AC2A5",7
"6101EAAB-1B9C-475F-BEFD-1542998505FB",1
"370BCA8B-5EA6-478A-90A4-A4A5D2E77E58",1
"3326317E-E6E6-49FB-919C-2890FB5BFF50",1
"CD3BA259-C962-4086-A355-1B9DE0358C33",1
"E915B8E9-34D0-49DF-A912-228881E96A71",1
"D172337B-62DC-47E4-B638-175C68E5D11E",1
"A054E16F-F3EA-4421-9884-A30D8C908E9E",1
"49A6313E-57C0-4DBA-BA42-6A7C12958F2F",1
"F54BFE5F-CD2A-47AF-A2F4-0E73CE3A855C",1
"E9499224-E97A-4E5E-B169-8BD4395915C7",1
"536CA764-F39B-4A0D-A4BE-F394930DD3A1",1
"AD7EDEC7-347E-4442-BA25-81ACA9B9199D",1
"9A40DECA-116B-48CC-B124-CCDEFEAC3FE8",1
"696FC579-76A1-41C5-B447-D378B184CEC3",1
"09E030BD-2155-4E3B-80D3-939150A8D2DE",1
"A835B29A-8509-407C-8B3A-4AE2940E2D7A",1
"931999AA-1846-4EEE-B947-726413B9AAD8",1
"6C81875C-F9B2-433B-8C14-E052A2806CA4",1
"4493B47F-6649-4420-B89F-8AA308070533",1
"012526F6-FE01-494B-BFD7-2274C176B550",1
"BA929D20-DD7F-485E-B834-149B2E6D5F92",1
"9245B4EC-56B8-4964-AA4A-F62F73B162C8",1
"912AAE66-7C21-48E4-8FBC-DFC42177E076",1
"EA9B73F6-E3F9-44D2-BF1C-151B31C40E8B",1
"CE8EC784-242E-42EC-B523-A2725368F2EF",1
"6D813BC6-2236-40A9-B976-2E5FB06DEB5B",1
"3C3838D1-E259-4595-8404-BB55E5AC99F3",1
"0AC77BBA-27DE-4867-B991-AE576E7DC35D",1
"F6B3DD6D-301D-4F12-8387-57832540CDC4",1
"E53EF30E-5A55-4577-870B-C8BE378531C1",1
"5D2D1E42-DFCF-475D-99E7-9BFAC5EC7CD3",1
"24F3B180-DA29-441C-AB04-DEDE83E193C4",1
"BB2866ED-DBBF-4832-AC15-10DB4497EBD4",1
"20C10363-8C31-4768-AD29-134D9EEC8C95",1
"179228B3-4CCD-4CE3-9E35-78791C87308E",1
"853DF1B2-9FC0-4476-8017-16BB6FEE27F3",1
"41133DB8-7150-4EAC-89D4-59F611EAB335",1
"851990FE-AD38-4A47-80F4-8A870057F0C9",1
"A0E5FF62-7817-4151-BAF5-77C994890930",1
"1DDFF954-A1B9-488E-8CAF-304C132F0EDE",1
"DDAE09EC-BF3C-4C46-9D4D-5F1926F00F2D",1
"2605DE05-720F-4DFC-B637-89D7D8F484FE",1
"0A61B5B9-8EFB-4EE3-AF79-20E0E9010968",1
"1BB9E8EF-157B-4FAB-8F00-A93711D30DA1",1
"10FE786A-423B-4F5D-90DB-F30229F35BA0",1
"D780ED04-099C-4DBE-AD4B-2BBCE0DC346A",1
"9648843C-AB95-4E87-802B-88B66717DFBA",1
"580618F8-C410-4F12-A6A2-45F528883759",1
"351F0DCA-A3A5-42F6-B498-1BAD3AED2180",1
"D35DA10C-9B11-41EE-9A0D-9B24CAEDA086",2
"30A800C9-6B27-40EC-A543-A7E52951E510",1
"FC56CEE2-0C36-4ED6-BD55-0327DDF08AC2",1
"D47C36A4-2765-4520-ACDD-5101EBD87AB0",1
"76CA579A-61B1-43AC-BFEA-CCB43F3325DF",2
"9EFA51A8-57B7-4F60-B2FF-3697226FABDE",1
"3B3EA8C4-F822-40C9-90DD-43A98FED4E66",1
"1F5E37FC-8542-4091-AB53-BE9FA1EB7BAC",1
"B4FE2481-185C-4B13-AB8A-184CDB6C57D3",1
"70A54B87-CF38-43A7-B280-C8FD48024AA9",1
"57DE1551-BDDB-4C22-9A4E-CE12050F0194",1
"49254765-4349-4E78-81B4-0939731B25E8",1
"FCCC7EE5-4E51-4589-9445-DF0C1426CD08",1
"2DB15B57-B858-4A3B-A875-C07EEA0BA397",1
"DA85D79D-D6D2-45EC-B3DD-7E5229C02912",1
"1E6CE2E3-5533-4E60-9373-69EAB26302F7",1
"EBF2701E-76CE-49FE-9217-E65158E527D6",1
"4874A652-5842-461D-9FB8-FD9F95EF8958",1
"DE9AC2F6-42CE-433E-8819-383E7909202A",1
"9F79BAFF-1B5C-4FF3-B7C7-ECBBA7D3B1ED",1
"9F79BAFF-1B5C-4FF3-B7C7-ECBBA7D3B1ED",1
"2DB15B57-B858-4A3B-A875-C07EEA0BA397",1
"9F5F2A56-318B-4AAC-8FEE-3DB3D2856120",1
"375DE5C6-8243-40D2-BF34-7B24B0952F30",1
"89C7B191-E839-45C5-A705-3BC804DDC185",1
"F653B22E-5D8F-4A04-BD88-C14D88E9484E",1
"200B95A3-6EFC-48BA-91AC-F625C8F13066",1
"2D86E75D-883D-4B72-8A0C-90E0C2EB761D",1
"092C475F-C97D-4B2B-B184-5CDF39CFFD80",1
"31CA1062-5EFE-4C92-81FC-74C48CA87FAB",1
"45BF24A5-48F9-431E-B600-1DBE86941576",1
"4A277D65-66D7-439A-AD95-F5CFCDBC0F8C",1
"71F3F2C0-0C88-4154-9BD2-61C6B9F9F9CC",1
"9723AFC6-8EBE-42FE-8521-D3E42CD66DBE",1
"4EED2333-45F8-4E7D-886D-0B176616F4D4",1
"555EEBC6-2C26-45B1-9D3F-0763D3235EAB",1
"687D43CB-57D5-4CD6-936D-5D721A94D045",1
"850291AB-E7F9-4100-A2A5-91B35B792982",1
"F4D6BA8A-B7A6-4181-9442-2DD9F4A42B19",1
"844492BE-81F0-4A3E-82FC-78FD3B549178",1
"51B9F201-8162-41AA-BC73-F48229F9ABC0",1
"5E7EDF7E-83FF-459D-8CD2-BFFE521742C2",1
"FEEA4B64-F909-44B3-9133-AAF37A0524AE",1
"53A0E76D-4BAC-422C-841C-9771B36DF42A",1
"010F02FB-79F5-4FB0-8A36-BDC0C5EBAAFC",1
"E2B1E0F4-6B90-4D87-8C29-0F2E8B580A33",1
"F1F1080C-0775-47BE-9D82-5F14D8B3217D",1
"39383109-B137-4F4D-95EE-832365AB6F85",1
"84E7D61D-DEC9-4466-B912-15424B30F896",1
"E83751DC-061B-4686-909C-C6F963248EA0",1
"331E2C8D-28B5-4473-95E5-8695FFB62FD0",1
"58F5B62D-BAB7-47F5-AC16-9AE1D067C0A3",1
"AA9B65BB-D539-474F-877A-692F599857C3",1
"325E99C1-EE17-48AC-A178-3B37CC66C87C",1
"5929852C-54A3-4F29-B278-B60A8F292E35",1
"F8F2EF6A-D4CB-4E05-BAB1-86C03F495F4F",1
"78945D94-5A88-4E2B-B91A-C03B1B2346B3",1
"D3235800-485E-489D-8E64-0101EB72E2D7",1
"D9AD7E0C-E925-4BDA-BF0C-F7C555FF2FC6",1
"221592EB-CA2B-44E4-B8B7-3F19A9886681",1
"8300CE58-2B5A-496D-BEBC-04572A129E14",1
"558D9AD0-71C9-4F61-BBED-F2D92B01D3C2",1
"A526B41B-AF5D-4C69-B526-561420EF6299",1
"DE9B47AF-384B-4AED-880B-3DC4417FC1AD",1
"C6F67A8A-67E0-4A1D-BC4A-E81B8FACD8D1",1
"815522B4-1F86-4C6F-B238-430914A96D74",1
"FAA6170A-19A3-4400-B296-652E3DE6DF98",1
"648ED7B0-FCA1-4E18-89FF-BACA2F239549",1
"9BEC5402-C747-48D5-887F-EFBE56567A0A",1
"BDD64C7C-5735-4E27-B7B8-99594B4C682A",1
"19C4FB22-F7B5-402F-8F2B-9E598D3B1C4E",1
"21971382-6603-4366-A19F-A66F900DF2FD",1
"20E43EBB-25A2-4BE5-828E-084482C4D72D",1
"37BAF56E-397E-4903-956A-CB9CFA39E0D5",1
"E283F299-0BF8-4DDA-BDC6-EE395B716DB8",1
"DB46EF27-AFB1-42F7-87CE-844F3D15042A",1
"E3AEFF30-E075-420A-8014-CEAB1242A592",1
"1C6908B5-12CF-41D6-B350-41A57F353B69",1
"6E960907-75D6-4045-A956-DAA9653C100B",1
"553458F2-152E-4E19-8936-0749DDEABBBD",1
"42AE7F8C-E5D4-4D4F-B6C8-56337673F421",1
"150E9D25-4FC5-45F5-ABFF-174A2DE4A20A",1
"B2AA38D8-0706-4486-B33F-9A18577C739E",1
"B2A1EB4C-8810-4109-8B26-81447102B179",6
"27C1021E-F587-4529-A5DC-39234934B696",1
"CE9BC834-825B-4732-9026-895A9EF5D15A",1
"AC70C3A1-60D8-47B9-B49A-2ED235E47966",1
"B3C33DF5-6F1B-47F5-8809-1201E8C4CBD2",1
"113B0D92-EF90-4A10-B27D-D20CD4B03E27",1
"6FF15F16-DE63-4D37-8269-B3BA84E2322F",1
"A599642F-A9CD-41A7-947B-7102FD5C4634",1
"B87E564D-A371-4CC7-9103-69455DDA32C8",1
"322984D6-10BD-4785-B385-3B35F8F8486C",1
"4402FED6-6E00-4092-831B-63BE9A6082CB",1
"60650FA8-4648-432D-B6A9-F62940D9E7FF",1
"C4DE36DD-EAAB-41AA-8827-6A2A10F2918E",1
"6B9F2596-DF37-4343-97BF-E9C81F29C38C",1
"D202EF2F-EC95-4DF7-9081-266EDB8664CE",1
"A951ACC8-7D6F-42DD-8EA1-40FAB703847C",1
"C4F524F6-8D51-4D19-8373-A989E514406E",1
"7C1D5AFD-5FA1-4B42-B87B-5B7EAE596547",1
"44443422-7BBF-42CE-BAA7-96FF0A4731E9",1
"7A866854-E657-4434-8D1A-0CF4154CF840",1
"3A8073D9-9408-48AB-906A-D3D9627BA395",1
"8AD02DDD-E266-4F6C-BE5C-B4CB3DFE2C92",1
"F6809879-86AF-4DAF-8D89-F59487856C28",1
"324F428F-54ED-44BA-A655-570284BF153C",1
"5D5274B8-310D-4879-85C4-F25ED090FF4D",1
"27B0180C-5F6A-4570-ACD9-CECCB13B8E66",1
"AEA396DD-C207-4D7E-A80C-8779C5FAC8D2",1
"69E7640A-80BD-4AA9-AF57-F6C3A99724A0",1
"21577EBB-FCDC-4EF8-908B-BC558AB003C8",1
"E4DD4BAA-70D1-4EBB-9D35-C9587AA114BB",1
"AF6E45A1-959D-445A-AF4A-071D1C51DB97",1
"046CB8FF-67EF-44A8-9337-1CCA1E02C46D",1
"FD728F46-005C-4B64-8AD0-D1FA00D99710",1
"4C88AB57-2279-41AC-A826-BEE6434BB5EA",1
"E7A364DB-A562-400B-993A-7E9B69370A2D",1
"F698CFB6-6F02-407D-B51D-A77DD1EE0473",1
"3723158E-799B-493F-A050-61DF5D6FB402",1
"F33DABCE-9AA7-48B8-BC30-337224D019D4",1
"BC3AD2EA-C357-4C92-8267-A6E15AD3558B",1
"1E412C02-7B50-4B9C-B547-7F49F4F392C4",1
"671C3A17-6393-4A04-A89F-BD4D0995020E",1
"B9C96D67-A9C0-4A6E-B1C4-25F220EA05D2",1
"16577EA5-E216-4752-97F5-2CFDCC6B60D6",1
"05537ADF-BDF3-4306-9754-DD98C023DEDF",1
"39FFB7AA-0342-43C8-AD65-B9F13C28A52E",1
"AF452D69-CB26-411C-8F61-FF59B0B1B570",1
"80A84C69-D606-46BF-96FC-CDAB93779218",1
"F372C9F4-F486-49C3-ACBA-1CD2658DC2C4",1
"AD23666E-E63C-4DA0-9FEF-BF37952B491C",1
"FC27020D-17B3-4A1B-88B2-503C4D9E7C8B",1
"91CD965C-9257-4514-A93E-ABAF1A75081D",1
"1BD8F377-EE83-4DD6-9F50-3E91599B9B21",1
"24499646-7FBD-4F26-99F4-141233273815",1
"28E403AA-8489-4954-967E-DDB279D9FAE7",1
"4A7E40A1-6A13-4190-9ADB-9BF3BED74182",1
"62C37C7D-FC67-4457-8205-386C7EF69EA6",1
"35C55076-ED81-4A52-A586-2EAC8DC44B67",1
"D1273023-BA4D-4C90-AE3E-F47FD2188ACD",1
