"COUNTRY_ID","COP_ID"
"VC","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"WS","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SM","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"ST","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SA","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SN","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SE","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SC","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SL","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SG","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SK","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SI","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SB","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SO","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"ZA","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"GS","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"ES","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"LK","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SD","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SR","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SJ","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SZ","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SW","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"CH","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"SY","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TJ","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TZ","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TH","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TG","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TO","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TT","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TN","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TR","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TM","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TC","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"TV","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"UG","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"UA","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"AE","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"GB","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"UM","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"US","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"UY","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"UZ","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"VU","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"VE","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"VN","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"VG","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"VI","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"WF","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"EH","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"YE","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"ZM","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"ZW","E400BE8B-E2AA-4DD4-9986-A8C393181955                        "
"ES","033B12D9-C7C6-4946-AA69-20F85C36037D                        "
"ES","B7059D50-CA73-4E27-918E-0C07AC9A3806                        "
"ES","7B945CC5-12CD-464D-9BAF-2D85CE7D7070                        "
"AF","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"AL","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"DZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"AD","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"AO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"AG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"AR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"AM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"AU","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"AT","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"AZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BS","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BH","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BD","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BB","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BY","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BJ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BT","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BW","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"IO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BF","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BI","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"KH","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CV","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"KY","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CF","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TD","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CL","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"BG","5CE093B5-D265-485D-BCAD-A502C24076D4                        "
"ES","54612C0D-94C4-4C33-BDFD-25444F2EAA1F                        "
"TR","C699F583-DD60-4A73-BA71-A7589AA610EA                        "
"CN","73A7C92A-6F89-4234-BFBE-5CD901923199                        "
"JP","73A7C92A-6F89-4234-BFBE-5CD901923199                        "
"ES","F31D7A1F-184C-4DE2-9420-860C94F13341                        "
"KM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CD","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CI","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"HR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CU","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CY","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"DK","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"DJ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"DM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"DO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TP","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"EC","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"EG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SV","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GQ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ER","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"EE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ET","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"FJ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"FI","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"FR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GF","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PF","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"DE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GH","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GI","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ZZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GD","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GU","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GT","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GW","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GY","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"HT","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"VA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"HN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"HK","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"HU","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"IS","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"IN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ID","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"XZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"IR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"IQ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"IE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"IL","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"IT","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"JM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"JP","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"JO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"KZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"KE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"KI","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"KP","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"KR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"KW","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"KG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LV","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LB","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LS","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LY","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LI","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LT","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LU","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MK","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MW","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MY","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MV","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ML","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MT","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MH","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MQ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MU","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"YT","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MX","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"FM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MD","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MC","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ME","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MS","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NP","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NL","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NC","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NI","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NU","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NF","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"MP","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"NO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"OM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PK","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PW","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PY","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PH","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PL","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PT","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"QA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"RE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"RO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"RU","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"RW","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SH","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"KN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LC","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"PM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"VC","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"WS","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ST","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SC","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SL","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SK","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SI","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SB","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ZA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GS","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ES","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"LK","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SD","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SJ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SW","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"CH","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"SY","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TJ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TH","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TO","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TT","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TR","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TC","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"TV","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"UG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"UA","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"AE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"GB","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"UM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"US","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"UY","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"UZ","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"VU","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"VE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"VN","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"VG","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"VI","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"WF","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"EH","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"YE","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ZM","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ZW","84E0244A-9700-43E4-A1DC-1AC469305F9D                        "
"ES","F8905F63-DE98-4A5A-B5EB-F0E81D6D33AD                        "
"LK","3B10D36F-39CD-44E7-9102-20605D1259C7                        "
"CN","6EF4CA96-6312-47FD-BA89-82B3ADB789BB                        "
"FR","6EF4CA96-6312-47FD-BA89-82B3ADB789BB                        "
"SA","6EF4CA96-6312-47FD-BA89-82B3ADB789BB                        "
"ES","6EF4CA96-6312-47FD-BA89-82B3ADB789BB                        "
"US","6EF4CA96-6312-47FD-BA89-82B3ADB789BB                        "
"BE","E680FEDA-087F-424F-823E-F54B1BB28A32                        "
"FR","E680FEDA-087F-424F-823E-F54B1BB28A32                        "
"IT","E680FEDA-087F-424F-823E-F54B1BB28A32                        "
"MA","E680FEDA-087F-424F-823E-F54B1BB28A32                        "
"BZ","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"BJ","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"BM","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"BT","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"BO","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"BA","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"BW","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"BR","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"IO","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"BN","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"ES","39C7ED22-4E6E-4D18-ABDD-8F938C49358E                        "
"BG","2A884A66-DFAC-4520-AC76-070F44754CE1                        "
"FR","2A884A66-DFAC-4520-AC76-070F44754CE1                        "
"RO","2A884A66-DFAC-4520-AC76-070F44754CE1                        "
"GB","2A884A66-DFAC-4520-AC76-070F44754CE1                        "
"AU","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"BH","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"BE","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"FR","98A8F7B7-8B0E-482B-90FF-8907E773EB3D                        "
"CO","3FBE6E3B-8397-4BE0-87EC-C08212325D15                        "
"ES","736FF6C0-3400-47F3-87EA-B9D52886D44E                        "
"ES","6162297D-6BF9-42CC-A874-294070B0DD3A                        "
"ES","34605EDD-284A-4F8A-A3AD-DA5402FCA9A9                        "
"AU","E4C10896-0713-4502-9C96-41600E0E9C53                        "
"ES","0242A535-3498-4D34-B3D9-AE70DE2F6927                        "
"ES","65393836-3370-4B20-9D88-6E05FEBC94B3                        "
"FR","5F5B42D1-521A-4496-8BD5-597ED9A0DAE4                        "
"FR","7904394B-F7DB-44F4-9AE6-08CCDA1D55FF                        "
"ZZ","EDE73C3A-0184-42BE-A351-32CDEDBA357E                        "
"BM","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"BR","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"BN","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"CA","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"CN","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"DK","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"FR","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"DE","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"GR","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"GU","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"HK","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"IN","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"ID","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"IE","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"JP","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"KR","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"MY","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"MX","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"MM","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"NL","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"NZ","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"MP","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"NO","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"PY","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"PH","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"RU","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"SA","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"SG","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"ES","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"TH","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"TR","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"GB","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"US","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"VN","4EDEE88E-038B-46CA-BA47-5D95F1CF8349                        "
"BG","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"BF","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"BI","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"KH","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CM","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CA","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CV","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"KY","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CF","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"TD","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CL","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CN","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CO","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"KM","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CG","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CD","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CR","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CI","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"HR","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CU","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CY","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"CZ","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"DK","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"DJ","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"DM","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"DO","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"TP","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"EC","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"EG","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"SV","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"GQ","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"ER","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"EE","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"ET","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"FJ","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"FI","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"FR","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"GF","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"PF","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"GA","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"GM","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"GE","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
"DE","944CF62B-40D3-4ED0-97EF-19B41E935ED9                        "
