"INTEREST_ID","CONTACT_ID","R01_ORG_NAME"
16,7606823,"Man Group plc"
16,7616823,"Man Group plc"
16,7626823,"Caja de Ahorros de Castilla la Mancha"
16,7636823,"Caja de Ahorros de Castilla la Mancha"
16,7646823,"Coparmex Nuevo Leon"
16,7656823,"WWT World Water Treatment Ltd"
16,7666823,"WWT World Water Treatment Ltd"
16,7676823,"Coparmex Hidalgo, Sindicato Patronal"
16,7706823,"Confederacion de Camaras Industriales de los Estados Unidos Mexicanos CONCAMIN"
16,7726823,"Expok S.A."
16,7736823,"Expok S.A."
16,7746823,"Fundación Deportivo Parque Espana II"
16,7756823,"Fundación Deportivo Parque Espana II"
16,7766823,"Bravo Sinaloa A.C."
16,7776823,"Bravo Sinaloa A.C."
16,7786823,"IMI Plc"
16,7796823,"IMI Plc"
16,7806823,"Calibraciones Industriales Del Puerto S.A. de C.V."
16,7816823,"Promotora ACCSE, S.A. de C.V."
16,7826823,"Promotora ACCSE, S.A. de C.V."
16,7836823,"Patronato del honorable Cuerpo de Bomberos Veracruz-Boca del rio, A.C."
16,7846823,"Holtz Immobilien GmbH"
16,7856823,"Tuberias y Valvulas Del Noroeste, S.A de C.V."
16,7866823,"Tuberias y Valvulas Del Noroeste, S.A de C.V."
16,7876823,"Rashtriya Ispat Nigam Limited - Visakhapatnam Steel Plant"
16,7896823,"Confederacion USEM"
16,7906823,"Confederacion USEM"
16,7936823,"Centro De Capacitacion Tecnica Del Autotransporte, S.C."
16,7946823,"Centro De Capacitacion Tecnica Del Autotransporte, S.C."
16,7956823,"APL France"
16,7976823,"Badalona Serveis Assistencials"
16,7986823,"State Street Coffee Nicaragua, S.A."
16,7996823,"State Street Coffee Nicaragua, S.A."
16,8026823,"Charles and Colvard HK Ltd."
16,8036823,"Fundación Biodiversidad"
16,8046823,"Fundación Biodiversidad"
16,8056823,"Royal & Sun Alliance Seguros Mexico S.A de C.V."
16,8066823,"Royal & Sun Alliance Seguros Mexico S.A de C.V."
16,8086823,"Jahangir Siddiqui and Co."
16,8126823,"Malik Auto & Agricultural Industries Pvt Ltd."
16,8136823,"Malik Auto & Agricultural Industries Pvt Ltd."
16,8146823,"Karachi Marriott Hotel"
16,8156823,"Metropolitana Compania De Seguros, S.A."
16,8166823,"Karachi Marriott Hotel"
16,8176823,"Metropolitana Compania De Seguros, S.A."
16,8196823,"Millat Tractors Limited"
16,8206823,"Millat Tractors Limited"
16,8216823,"Marca Prefabricardos, S.A. de C.V."
16,8226823,"Marca Prefabricardos, S.A. de C.V."
16,8236823,"National Refinery Limited"
16,8246823,"National Refinery Limited"
16,8256823,"Agencia Aduanal Rafael Pedraza Dominguez, S.C."
16,8266823,"Agencia Aduanal Rafael Pedraza Dominguez, S.C."
16,8276823,"Marine Services Pvt. Limited"
16,8286823,"Marine Services Pvt. Limited"
16,8296823,"Asociación Mexicana Para el Control de Las Adicciones, A.C."
16,8306823,"Instalaciones y Productos Quimicos, S.A de C.V."
16,8326823,"Micado Pvt Ltd."
16,8376823,"Davis & Shirtliff Ltd"
16,8396823,"Forum Barcelona 2004"
16,8456823,"Akadamie, A.C."
16,8466823,"Akadamie, A.C."
16,8476823,"Sindicato Industrial Autonomo de Operarios en General de Maquiladoras de Reynosa C.T.M."
16,8516823,"Corporacion Durango"
16,8526823,"Corporacion Durango"
16,8536823,"Universidad Insurgentes"
16,8546823,"Universidad Insurgentes"
16,8566823,"Institucionales Roka, S.A de C.V."
16,8576823,"Institucionales Roka, S.A de C.V."
16,8586823,"Banco Galicia"
16,8596823,"Promotora Premer S.A de C.V."
16,8606823,"Promotora Premer S.A de C.V."
16,8616823,"Aspen Institute's Business and Society Program"
16,8626823,"SAP Nigeria"
16,8646823,"Aceitera El Gallo, S.A de C.V"
16,8656823,"Selecta Servicos de Capital Humano, S.C."
16,8666823,"Profesionales de la Mediacion, S.C."
16,8676823,"Profesionales de la Mediacion, S.C."
16,8686823,"Departmento de Ingenieria Ambiental de la Universidad Autonoma"
16,8706823,"Tecnologico de Monterrey, Campus Estado de Mexico"
16,8716823,"Tecnologico de Monterrey, Campus Estado de Mexico"
16,8726823,"Hipotecaria Social y Aportacion del Fondo para el Retiro (infonavit)"
16,8756823,"Felipe Ochoa y Asociados, S.C."
16,8766823,"Consejo Coordinador Empresarial De Campeche A.C."
16,8776823,"Consejo Coordinador Empresarial De Campeche A.C."
16,8826823,"Indeex Empresarial/ Indeex Pymes"
16,8836823,"Indeex Empresarial/ Indeex Pymes"
16,8876823,"Brandix Lanka Ltd."
16,8896823,"Suzano Petroquimica S/A"
16,8906823,"Suzano Petroquimica S/A"
16,9036823,"United Nations Development Programme"
16,9046823,"United Nations Development Programme"
16,9056823,"United Nations Department of Political Affairs"
16,9066823,"International Labour Office"
16,9076823,"United Nations University"
16,9086823,"Tallberg Foundation"
16,9096823,"FTSE Group"
16,9106823,"Chatham House"
16,9116823,"DePaul University"
16,9126823,"FTSE Group"
16,9136823,"FTSE Group"
16,9156823,"Center for Corporate Citizenship, US Chamber of Commerce"
16,9166823,"World Bank"
16,9186823,"Massachusetts Institute of Technology (MIT)"
16,9196823,"Puma"
16,9206823,"The Wharton School of Business, University of Pennsylvania"
16,9216823,"Kennedy School of Government Harvard University"
16,9226823,"United Nations Development Programme"
16,9236823,"Strategy XXI"
16,9246823,"United Nations Department of Political Affairs"
16,9266823,"United Nations Development Programme"
16,9286823,"Georgetown University"
16,9306823,"World Bank Institute"
16,9316823,"Unilever"
16,9326823,"Realizing Rights: The Ethical Globalization Initiative"
16,9336823,"Confederation of Danish Industries"
16,9346823,"United Nations Department of Economic and Social Affairs"
16,9356823,"Center for Corporate Citizenship, US Chamber of Commerce"
16,9366823,"FTSE Group"
16,9376823,"Tallberg Foundation"
16,9396823,"Korea Western Power Co., Ltd."
16,9406823,"Korea Western Power Co., Ltd."
16,9416823,"National Research Development Corporation"
16,9466823,"Makobu Enterprises P.L.C."
16,9476823,"Makobu Enterprises P.L.C."
16,9486823,"Billon & CIE"
16,9496823,"Billon & CIE"
16,9506823,"Societe Chimique Alkimia"
16,9516823,"Leon Levy Freres Montres and Chronographes Pierce SA"
16,9526823,"Leon Levy Freres Montres and Chronographes Pierce SA"
16,9536823,"Thunderbird, The Garvin School of International Management"
16,9546823,"Thunderbird, The Garvin School of International Management"
16,9556823,"Hungarian Post Co. Ltd."
16,9566823,"Hungarian Post Co. Ltd."
16,9576823,"St. Thomas University"
16,9596823,"Institute for Strategic Studies"
16,9606823,"Institute for Strategic Studies"
16,9616823,"New Nigeria Foundation"
16,9626823,"Control-Risks Deutschland GmbH"
16,9646823,"Control-Risks Deutschland GmbH"
16,9666823,"Axfood AB"
16,9696823,"Safaricom Limited"
16,9706823,"Safaricom Limited"
16,9716823,"Old Mutual Kenya"
16,9726823,"Tetra Pak Limited"
16,9736823,"Tetra Pak Limited"
16,9766823,"Megas S.P.A."
16,9776823,"Megas S.P.A."
16,9816823,"INCAE Business School"
16,9826823,"INCAE Business School"
16,9836823,"SCP Huglo Lepage et Associes Conseil"
16,9846823,"Promon S.A."
16,9856823,"Promon S.A."
16,9866823,"Amma Gerogestion S.L."
16,9876823,"Amma Gerogestion S.L."
16,9886823,"Hearne Scientific Software Pty Ltd"
16,9896823,"Hearne Scientific Software Pty Ltd"
16,9906823,"Maif"
16,9916823,"Maif"
16,9926823,"Ulas Gida Un Tekstil Nakliye Ticaret Ve Sanayi A.S."
16,9936823,"Ulas Gida Un Tekstil Nakliye Ticaret Ve Sanayi A.S."
16,9966823,"Siemens Ukraine"
16,9976823,"Siemens Ukraine"
16,10026823,"American Chamber of Commerce in Ukraine"
16,10036823,"American Chamber of Commerce in Ukraine"
16,10046823,"BASF AG"
16,10076823,"Consortium for Enhancement of Ukrainian Management Education"
16,10086823,"SC Johnson - A Family Company"
16,10096823,"SC Johnson - A Family Company"
16,10106823,"Tetra Pak Ukraine"
16,10116823,"Tetra Pak Ukraine"
16,10126823,"Kyivstar"
16,10146823,"Nissan Motor Ukraine"
16,10156823,"Nissan Motor Ukraine"
16,10166823,"HVB Bank Ukraine"
16,10176823,"HVB Bank Ukraine"
16,10186823,"GlaxoSmithKline Ukraine Representative Office"
16,10196823,"GlaxoSmithKline Ukraine Representative Office"
16,10206823,"Leo Burnett Ukraine"
16,10216823,"Leo Burnett Ukraine"
16,10226823,"The Ukrainian Women's Fund"
16,10236823,"The Ukrainian Women's Fund"
16,10246823,"Active-Bank"
16,10256823,"Active-Bank"
16,10266823,"Odessa Regional Chamber of Commerce and Industry"
16,10276823,"Odessa Regional Chamber of Commerce and Industry"
16,10286823,"The Lviv Chamber of Commerce and Industry"
16,10296823,"The Lviv Chamber of Commerce and Industry"
16,10306823,"PT. Bank Mega Tbk."
16,10316823,"PT. Bank Mega Tbk."
16,10326823,"Wiloto Corp. Asia Pacific"
16,10336823,"Asahi Shimbun"
16,10366823,"PT Sinar Mas Agro Resources and Technology Tbk."
16,10376823,"PT Sinar Mas Agro Resources and Technology Tbk."
16,10396823,"PT Rajawali Corporation"
16,10406823,"PT Mitrapiranti Usaha"
16,10426823,"PT Metropolitan Retailmart"
16,10436823,"PT Metropolitan Retailmart"
16,10466823,"PT Indosat Tbk"
16,10476823,"PT Indosat Tbk"
16,10486823,"MarkPlus&Co"
16,10496823,"MarkPlus&Co"
16,10546823,"The Neuropathy Association"
16,10556823,"Telecom Argentina S.A."
16,10576823,"PT. Cedefindo"
16,10586823,"Bisnis Indonesia Daily"
16,10596823,"PT. Datascrip"
16,10606823,"PT. Datascrip"
16,10626823,"Soft Skills"
16,10636823,"Empresa Provincial de Energia de Cordoba"
16,10676823,"GEMPLUS Group"
16,10686823,"International Catering and Multi Services, (ICMS)"
16,10696823,"International Catering and Multi Services, (ICMS)"
16,10746823,"Vidagas"
16,10766823,"IPPAG Cooperative"
16,10776823,"IPPAG Cooperative"
16,10786823,"C&G Logistics GmbH"
16,10796823,"Sedus Stoll AG"
16,10806823,"Indonesia Marketing Association (IMA)"
16,10846823,"La Viga S.A."
16,10886823,"Yadis Hotels S.A"
16,10896823,"Yadis Hotels S.A"
16,10906823,"Biquez (Etablissements Lucien)"
16,10916823,"Sicovet"
16,10926823,"Sociedad Unica Mutualista de Abogados A.C."
16,10936823,"Mesones Sacristia Puebla"
16,10946823,"Mesones Sacristia Puebla"
16,10956823,"Automobile Club Salerno (ACS)"
16,10966823,"Automobile Club Salerno (ACS)"
16,10976823,"Naturcrex, S.L."
16,10986823,"Naturcrex, S.L."
16,10996823,"Tequilarapido"
16,11006823,"Tequilarapido"
16,11016823,"Lomanoryas S.L."
16,11026823,"Lomanoryas S.L."
16,11036823,"Nilo Industria Grafica S.A."
16,11046823,"Nilo Industria Grafica S.A."
16,11056823,"Asociación Civil Anziategui Productivo"
16,11066823,"Asociación Iberoamericana de Expertos en Derechos Humanos"
16,11076823,"Asociación Iberoamericana de Expertos en Derechos Humanos"
16,11086823,"Radio C Minority Broadcasting Public Welfare Company"
16,11096823,"Ingeteam, S.A."
16,11106823,"Ingeteam, S.A."
16,11116823,"Basso S.A."
16,11126823,"A.C. Lake E-Volutions"
16,11146823,"Starlite Aviation Pty. Ltd."
16,11156823,"Starlite Aviation Pty. Ltd."
16,11166823,"Villafane & Asociados Consultores S.L."
16,11176823,"Villafane & Asociados Consultores S.L."
16,11186823,"OCA - Obras Caminos y Asfaltos"
16,11196823,"OCA - Obras Caminos y Asfaltos"
16,11206823,"IACP Informatique"
16,11216823,"IACP Informatique"
16,11226823,"Floribis S.A.R.L."
16,11236823,"Statoil Hydro"
16,11246823,"Statoil Hydro"
16,11276823,"BBVA Banco Continental"
16,11296823,"Clivet S.p.A"
16,11306823,"TNT Argentina S.A."
16,11366823,"Explainer DC Ghana Limited"
16,11416823,"Unicharm Corporation"
16,11436823,"mCel - Mocambique Celular, Sarl"
16,11456823,"mCel - Mocambique Celular, Sarl"
16,11496823,"Office National des Aeroports"
16,11506823,"Office National des Aeroports"
16,11516823,"ARPEL "
16,11526823,"ARPEL"
16,11536823,"Vodaco Web Strategies"
16,11546823,"DHB Media Service GMBH"
16,11566823,"Accenture South Africa PTY Ltd"
16,11576823,"Gris Decoupage"
16,11586823,"Gris Decoupage"
16,11596823,"Alliance Generation Router of Nation (AGPB)"
16,11606823,"Alliance Generation Router of Nation (AGPB)"
16,11616823,"Inventive Designers"
16,11626823,"Inventive Designers"
16,11656823,"Capital Public Employment Service Non-Profit Company and Equal Opportunity Office of Municipality of Budapest"
16,11706823,"Ética Moçambique"
16,11746823,"Fuji Xerox Company Ltd."
16,11756823,"Fuji Xerox Company Ltd."
16,11776823,"Total Logistic Services, S.L."
16,11806823,"Alcion Group"
16,11816823,"Alcion Group"
16,11826823,"Public Enterprise Vodovod i kanalizacija Skopje"
16,11836823,"Public Enterprise Vodovod i kanalizacija Skopje"
16,11846823,"Asociación Civil por la Responsibilidad Social Amartya"
16,11856823,"Hi Tech Corporation"
16,11866823,"Hi Tech Corporation"
16,11876823,"MRZP srl"
16,11886823,"Vantage Point Global Limited"
16,11896823,"Rayess Kingdom Group"
16,11926823,"Fundación ONCE para la Cooperacion e Integracion Social de Personas con Discapacidad"
16,11946823,"Piemme S.r.l."
16,11956823,"Piemme S.r.l."
16,11966823,"Ballistic Protection Burgmann Oy"
16,11976823,"Ballistic Protection Burgmann Oy"
16,11986823,"Augro Fresh Spain"
16,11996823,"Augro Fresh Spain"
16,12006823,"Portuguese Association for Business Ethics"
16,12016823,"Emperion A/S"
16,12026823,"Emperion A/S"
16,12036823,"Falkberg Company Ltd"
16,12046823,"Media Association for Democracy Awareness-Lebanon"
16,12056823,"Women Sport Projects"
16,12066823,"Impactus Magazine"
16,12076823,"Women Sport Projects"
16,12086823,"Impactus Magazine"
16,12096823,"Kilic Group"
16,12106823,"Kilic Group"
16,12116823,"UTI Group"
16,12126823,"UTI Group"
16,12136823,"AL.MA. S.p.A"
16,12146823,"AL.MA. S.p.A"
16,12166823,"UFUK University"
16,12176823,"UFUK University"
16,12196823,"Asociación de Ejecutivos del Estado Carabobo"
16,12206823,"Transcom Worldwide S.A.S. France"
16,12216823,"Transcom Worldwide S.A.S. France"
16,12226823,"FAVENPA Camara de Fabricantes Venezolanos de Productos Autonomos Automotores"
16,12236823,"Camara de Industriales del Estado Lara"
16,12246823,"Camara de Industriales del Estado Carabobo"
16,12256823,"Camara de Industriales del Estado Carabobo"
16,12266823,"Camara de Comercio Venezolana Caribena"
16,12286823,"Lviv Regional Association of Small and Medium-size Businesses"
16,12296823,"Lviv Regional Association of Small and Medium-size Businesses"
16,12306823,"All-Ukrainian Employers Association"
16,12316823,"All-Ukraine Civic Association - Successful Ukraine"
16,12326823,"All-Ukraine Civic Association - Successful Ukraine"
16,12336823,"The Union of the Entrepreneurs of Small, Middle-Sized and Privatized Enterprises of Ukraine"
16,12346823,"Federation of Trade Unions of Ukraine (FPU)"
16,12356823,"Federation of Trade Unions of Ukraine (FPU)"
16,12416823,"Scientific and Industrial Enterprise -OMiTex"
16,12426823,"Scientific and Industrial Enterprise -OMiTex"
16,12456823,"The Ukrainian Chamber of Commerce and Industry"
16,12466823,"The Ukrainian Chamber of Commerce and Industry"
16,12476823,"Institute for Sustainable Communities"
16,12486823,"Institute for Sustainable Communities"
16,12496823,"Federation of Employers of Ukraine"
16,12506823,"Federation of Employers of Ukraine"
16,12526823,"ONG. Consultores Integrales de Venezuela (Consive)"
16,12536823,"Fundación Educación Industria"
16,12546823,"Fundación Educación Industria"
16,12556823,"Fundación Educación Industria Capitulio Zulia (FUNDEI ZULIA)"
16,12566823,"Fundación Educación Industria Capitulio Zulia (FUNDEI ZULIA)"
16,12576823,"Fundación Educacion Industria - FUNDEI"
16,12586823,"Fundación Educacion Industria - FUNDEI"
16,12596823,"Fundación Educación Industria del Estado Carabobo (FUNDEI CARABOBO)"
16,12606823,"Fundación Educación Industria del Estado Carabobo (FUNDEI CARABOBO)"
16,12616823,"Asociación Nacional de Tiendas de Autoservicio y Departamentales, A.C."
16,12626823,"Asociación Nacional de Tiendas de Autoservicio y Departamentales, A.C."
16,12636823,"FUNCOSA S.A. de C.V."
16,12646823,"Green Mountain Coffee Roasters"
16,12656823,"Rizzani De Eccher S.P.A."
16,12666823,"Rizzani De Eccher S.P.A."
16,12676823,"Aviva Sigorta AS"
16,12686823,"Aviva Sigorta AS"
16,12696823,"Corporate Governance Association of Turkey"
16,12716823,"Latino Confeccoes, Lda."
16,12726823,"Latino Confeccoes, Lda."
16,12756823,"Zarakol Communication Consulting Company"
16,12766823,"Zarakol Communication Consulting Company"
16,12776823,"Alternative Life Association"
16,12786823,"Alternative Life Association"
16,12796823,"Mirora - Ozel Egitim Danismanlik Yayincilik Tanitim Hizmetleri ve IK Ltd. Sti."
16,12806823,"Mirora - Ozel Egitim Danismanlik Yayincilik Tanitim Hizmetleri ve IK Ltd. Sti."
16,12816823,"4flow AG"
16,12826823,"4flow AG"
16,12836823,"Yasar Corporation"
16,12846823,"Bina Nusantara University"
16,12856823,"Bina Nusantara University"
16,12876823,"Minifaber spa"
16,12886823,"Minifaber spa"
16,12896823,"Mongolian National Chamber of Commerce and Industry"
16,12906823,"Mongolian National Chamber of Commerce and Industry"
16,12936823,"BSI Management Systems"
16,12956823,"Glossy Corporation Limited"
16,12966823,"Boll und Partner Software Gmbh"
16,12976823,"Digicore Limited"
16,12986823,"Digicore Limited"
16,12996823,"Ab Alna"
16,13006823,"Ab Alna"
16,13046823,"Pitstop-Gang Reklam Tanitim ve Yayincilik Tic.Ltd.Sti"
16,13066823,"Canal de Isabel II"
16,13076823,"Canal de Isabel II"
16,13086823,"Ideas Posibles S.L."
16,13096823,"Acceso Group, S.L."
16,13106823,"Acceso Group, S.L."
16,13116823,"Hera Holding Habitat, Ecología Y Restauración Ambiental, S.L."
16,13136823,"IME - Imprimerie Moderne de l'Est"
16,13156823,"Global Group"
16,13166823,"Global Group"
16,13186823,"Industrias Faaca C.A."
16,13196823,"Geoteknik Etud Musayirlik Ve Muh A.S."
16,13206823,"Energy Cabin Productions - und Vertriebs - GmbH"
16,13216823,"Energy Cabin Productions - und Vertriebs - GmbH"
16,13226823,"EPF Ecole d'Ingenieurs"
16,13236823,"EPF Ecole d'Ingenieurs"
16,13246823,"Hospital Plató"
16,13256823,"Hospital Plató"
16,13266823,"Peacekeeping Center and Consulting - PKC&C"
16,13276823,"Peacekeeping Center and Consulting - PKC&C"
16,13316823,"Copenhagen Development Consulting A/S"
16,13326823,"ZIV Aplicaciones y tecnologia, S.A."
16,13336823,"ZIV Aplicaciones y tecnologia, S.A."
16,13366823,"Unis Kovina d.d. Visoko"
16,13376823,"Unis Kovina d.d. Visoko"
16,13406823,"Camara de Comercio, Industria y Servicios de Caracas"
16,13416823,"Co.eficiente, S.L."
16,13426823,"Co.eficiente, S.L."
16,13436823,"Eneryet Energias Renovables S.L."
16,13476823,"Business Humanitarian Forum"
16,13536823,"AG2R LA MONDIALE"
16,13546823,"Pacific Chartering & Trading (Pvt) Ltd."
16,13556823,"Pacific Chartering & Trading (Pvt) Ltd."
16,13566823,"Feyziye Mektepleri Vakfi Isik Okullari"
16,13576823,"Feyziye Mektepleri Vakfi Isik Okullari"
16,13586823,"Philips Electrical Industries of Pakistan Limited"
16,13596823,"Philips Electrical Industries of Pakistan Limited"
16,13616823,"Kontrapunkt"
16,13626823,"Sogeosa, Sociedad General De Obras, S.A."
16,13636823,"Medargo Ltd."
16,13646823,"Sogeosa, Sociedad General De Obras, S.A."
16,13656823,"Medargo Ltd."
16,13666823,"Hypercube S.r.l."
16,13676823,"Hypercube S.r.l."
16,13686823,"Hiscox Ltd"
16,13706823,"Hiscox Ltd"
16,13726823,"Nettuno SRL"
16,13736823,"Nettuno SRL"
16,13746823,"Grupo Gedeco Avantis"
16,13756823,"Grupo Gedeco Avantis"
16,13766823,"Hashwani Hotels Limited"
16,13786823,"Classical right - Company Limited"
16,13796823,"Classical right - Company Limited"
16,13826823,"3663 First for Foodservice"
16,13836823,"3663 First for Foodservice"
16,13876823,"Centrais Electricas Brasileiras S.A. - ELETROBRAS"
16,13886823,"Acik Radyo - Anafor Radyo Yayincilik A.S."
16,13896823,"Acik Radyo - Anafor Radyo Yayincilik A.S."
16,13906823,"Al-Munaf Corporation"
16,13916823,"Al-Munaf Corporation"
16,13926823,"The Shell Petroleum Development Company of Nigeria, Limited"
16,13936823,"Dewan Mushtaq Group"
16,13946823,"Alliance Generation Router of Nation (AGPB)"
16,13976823,"Disability Promotion and Advocacy Association"
16,13986823,"Disability Promotion and Advocacy Association"
16,13996823,"Youth Association for Habitat"
16,14006823,"Youth Association for Habitat"
16,14016823,"The Madras Aluminium Company Limited (MALCO)"
16,14026823,"The Madras Aluminium Company Limited (MALCO)"
16,14036823,"The Madras Aluminium Company Limited (MALCO)"
16,14046823,"PT Jati Piranti Solusindo"
16,14056823,"PT Jati Piranti Solusindo"
16,14066823,"Daewoo Securities Co., Ltd."
16,14076823,"Daewoo Securities Co., Ltd."
16,14136823,"Investment Street LLC"
16,14146823,"Promociones Industriales De Queretaro S.A de C.V"
16,14156823,"Consorzio Tirreno Promo Tour S.R.L"
16,14166823,"Consorzio Tirreno Promo Tour S.R.L"
16,14196823,"Grupo Prasa"
16,14216823,"Construcciones Y Obras Llorente S.A. (Collosa)"
16,14226823,"Construcciones Y Obras Llorente S.A. (Collosa)"
16,14236823,"Expoagua Zaragoza 2008 S.A."
16,14246823,"Expoagua Zaragoza 2008 S.A."
16,14256823,"Rodenas Jara, Proyectos Y Obras, S.L.L."
16,14266823,"Rodenas Jara, Proyectos Y Obras, S.L.L."
16,14276823,"Caja Provincial De Ahorros De Jaen"
16,14286823,"Caja Provincial De Ahorros De Jaen"
16,14296823,"Ass. La Maison des Nations"
16,14336823,"International Council of Mining and Metals"
16,14346823,"International Council of Mining and Metals"
16,14366823,"Verite"
16,14376823,"Verite"
16,14386823,"AngloGold Ashanti Company"
16,14446823,"Supermercados El Arbol"
16,14456823,"Bancalari & Asociados"
16,14466823,"Businessday Media Nigeria Ltd."
16,14516823,"NOBA Verbandmittel Danz GmbH & Co. KG"
16,14536823,"The Intercultural Institute - ICI"
16,14576823,"Mail & Guardian"
16,14606823,"Summa Guaranty and Trust Co. PLC"
16,14616823,"Summa Guaranty and Trust Co. PLC"
16,14626823,"Tata Elxsi Ltd."
16,14646823,"Aksa Akrilik Kimya Sanayi A.S."
16,14666823,"BGFIBANK SA"
16,14676823,"BGFIBANK SA"
16,14686823,"Kedmor Engineers Ltd."
16,14696823,"Kedmor Engineers Ltd."
16,14706823,"KPMG Auditores e Consultores, SARL"
16,14716823,"KPMG Auditores e Consultores, SARL"
16,14726823,"Clearwater Special Projects Ltd."
16,14736823,"Clearwater Special Projects Ltd."
16,14816823,"Compania Hispanico Peninsular De Hormigones, S.L."
16,14826823,"Compania Hispanico Peninsular De Hormigones, S.L."
16,14836823,"Adecco USA"
16,14846823,"Kayalar Industrial Kitchen Inc."
16,14856823,"Asahi Kasei Corporation"
16,14866823,"Asahi Kasei Corporation"
16,14876823,"Academic Work Sweden AB"
16,14886823,"Academic Work Sweden AB"
16,14906823,"Sinergis Ingenieria, SL"
16,14916823,"Eurasylum Ltd."
16,14936823,"Fundación de Apoyo para Pacientes con Cancer de Mama -Maria Gabriela Carrillo (FUNCAMAMA)"
16,14966823,"Union Empresarial del Comercio y los Servicios del Estado Zulia - UCEZ"
16,14976823,"Union Empresarial del Comercio y los Servicios del Estado Zulia - UCEZ"
16,14986823,"Cordero Agreda y CIA C.A."
16,14996823,"CAPMIL - Camara de Pequeños y Medianos Industriales del Edo. Lara"
16,15006823,"CAPMIL - Camara de Pequeños y Medianos Industriales del Edo. Lara"
16,15016823,"Camara de Industriales del Zulia (CIZ)"
16,15026823,"Camara de Industriales del Zulia (CIZ)"
16,15036823,"Camara de Comerios del Edo Lara"
16,15046823,"Camara de Comerios del Edo Lara"
16,15056823,"Universidad Yacambu"
16,15066823,"Universidad Yacambu"
16,15076823,"Asociación de Importadores y Vendedores de Repuestos Automotrices del Edo Zulia AIVRAZ"
16,15086823,"Asociación de Importadores y Vendedores de Repuestos Automotrices del Edo Zulia AIVRAZ"
16,15096823,"Fundación Privada Cuatrecasas"
16,15106823,"Fundación Privada Cuatrecasas"
16,15116823,"Carey and Allende"
16,15126823,"International Industries Limited"
16,15136823,"International Industries Limited"
16,15146823,"Hinopak Motors Limited"
16,15156823,"Hinopak Motors Limited"
16,15166823,"National Educational Research and Development Programme"
16,15176823,"Asociación Gremial De Prestadores De Servicios, Industriales Y Artesanos De Los Angeles, Pymes Bio Bio Apialan A.G."
16,15186823,"Telcom S.P.A."
16,15196823,"Aerofuels Group"
16,15206823,"Aerofuels Group"
16,15236823,"Advanced Technologies and Service"
16,15246823,"Advanced Technologies and Service"
16,15256823,"UAB Svyturys- Utenos Alus"
16,15266823,"UAB Svyturys- Utenos Alus"
16,15316823,"LYRECO "
16,15326823,"Droit a l'energie sos futur"
16,15346823,"Herramientas Agricolas S.A."
16,15356823,"Gas Natural Del Centro S.A. Esp"
16,15376823,"Sucesores De Jose Jesus Restrepo Y Compania S.A- Casa Luker"
16,15386823,"Central Lechera De Manizales S.A."
16,15396823,"Manufacturas De Alumninio Madeal S.A"
16,15406823,"Panaderia La Victoria S.A."
16,15416823,"Panaderia La Victoria S.A."
16,15426823,"Sociedad Tecnica Ltda.- Sotec Ltda."
16,15436823,"C.I. Plastigoma S.A."
16,15446823,"Compania Manufacturera Manisol S.L."
16,15456823,"Compania Manufacturera Manisol S.L."
16,15466823,"Magro S.A."
16,15476823,"Conacon C.A."
16,15486823,"Arme S.A."
16,15506823,"Empresa de Acueducto y Alcantarillado de Pereira SA. ESP.- Aguas y Aguas de Pereira"
16,15516823,"Empresa de Acueducto y Alcantarillado de Pereira SA. ESP.- Aguas y Aguas de Pereira"
16,15526823,"Guillermo Pulgarin S. S.A."
16,15536823,"Guillermo Pulgarin S. S.A."
16,15546823,"Frigorifico de Pereira S.A."
16,15556823,"Frisby S.A."
16,15566823,"Frisby S.A."
16,15576823,"Megabus S.A."
16,15586823,"Megabus S.A."
16,15596823,"ABB Ltd."
16,15626823,"Export Development Cooperation Canada"
16,15636823,"Nexen Inc."
16,15656823,"SAP AG"
16,15666823,"Asul S.A."
16,15676823,"Asul S.A."
16,15686823,"Aluminios De Colombia Ltda CI"
16,15696823,"Aluminios De Colombia Ltda CI"
16,15706823,"Camara De Comercio De Pereira"
16,15716823,"Camara De Comercio De Pereira"
16,15756823,"Celar Ltda."
16,15766823,"Celar Ltda."
16,15776823,"The General Tyre and Rubber Co. of Pakistan"
16,15806823,"RIBE Elektroarmaturen GmbH and Co.KG"
16,15836823,"Bank of Industry Ltd"
16,15846823,"Bank of Industry Ltd"
16,15866823,"Grupo Hidrosina"
16,15966823,"3663 First for Foodservice"
16,15976823,"3663 First for Foodservice"
16,16046823,"Hindustan Unilever Limited"
16,16086823,"Unione Forense Per La Tutela Dei Diretti Umani"
16,16096823,"Casa Bolivariana Del Abuelo"
16,16106823,"Pastores Grupo Cooperativo"
16,16116823,"Pastores Grupo Cooperativo"
16,16126823,"Camara Oficial De Comercio e Industria de Segovia"
16,16136823,"Camara Oficial De Comercio e Industria de Segovia"
16,16146823,"Grupo Izahss, S.L."
16,16156823,"Grupo Izahss, S.L."
16,16166823,"Sociedad Publica de Gestion Ambiental. IHOBE, S.A."
16,16176823,"Sociedad Publica de Gestion Ambiental. IHOBE, S.A."
16,16206823,"Camara de Pequenos, Medianos Industriales y Artesanos del estado Lara. - CAPMIL"
16,16216823,"Camara de Pequenos, Medianos Industriales y Artesanos del estado Lara. - CAPMIL"
16,16226823,"Anne Gire International Consulting Cabinet"
